companyID,Ticker,Company Name,SYNONYMS,ACN,Country of Domicile,Company Type,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees:LF,ICB Sector,ICB Subsector,GICS Industry,GICS SubIndustry,BICS L3 Industry,BICS L4 Sub Industry,BICS L5 Segment,BICS L6 Segment,Company Description,Linkedin_empCount,Linkedin_Followers,Source
comp_19391,,Beaver Process Equipment,,,,,,,,,,,,,,,,,We help you select the right pipes hoses and valves so you can get the job done right first time Whether you re an engineer fitter planner or maintenance super we re here to help So you can make good decisions and choose the right products to design build run and maintain the plants and pipelines that drive our economy,39.0,2843.0,LinkedIn
comp_19392,,Beck Engineering Pty Ltd,Beck Arndt Engineering Pty Ltd,113083060.0,,,,,,,,,,,,,,,Beck Engineering specialises in planning engineering and applied mechanics for extreme geotechnical environments or where corporate or expert geotechnical experience is being challenged r n r nOur practical first principles approach to solving rock mechanics and multi physics problems enables us to consult on a wide range of engineering tasks Our experience covers the extremes of mining oil and gas and civil engineering environments We have experience in high stress seismically active and high deformation environments metaliferrous coal oil and gas and general geotechnical engineering,12.0,638.0,LinkedIn
comp_19393,,Beckwith Iron and Steel,,,,,,,,,,,,,,,,,Beckwith Iron and Steel is a mining metals company based out of 184 204 Newlands Rd Coburg North Australia,2.0,0.0,LinkedIn
comp_19394,,Beddoes Trophies,,,,,,,,,,,,,,,,,Beddoes Trophies is a mining metals company based out of 3 1 Hogan St Ballina Australia,0.0,0.0,LinkedIn
comp_19395,,Bedford Harbour Engineering,,,,,,,,,,,,,,,,,Bedford Harbour Engineering is a service and manufacturing company supplying the Western Australian Agricultural market Established in 2010 out the back of a farm shed with one part time employee Bedford Harbour Engineering quickly outgrew its premises and in 2011 moved to a larger facility in Hyden further outgrowing that facility and moving to Esperance in 2019 It now employs eight full time staff and is continuing to offer its customers an increasing number of products and services,2.0,0.0,LinkedIn
comp_19396,,Bedrock Mining Equipment,,,,,,,,,,,,,,,,,Bed Rock Hire specialise in short and long term hire with reliable fit for purpose mining equipment We pride ourselves on supplying quality products that can be designed and certified for all your operational needs Bed Rock Hire can fulfill large projects with an extensive range of underground mining equipment If the required equipment is not on hand we have the ability to build and supply as required Site relevant Plant Safety Files are designed to suit your specific needs and supplied as electronic and hardcopy versions,0.0,6.0,LinkedIn
comp_19397,,BedrockMG,,,,,,,,,,,,,,,,,Solving complex business process and information management problems r n r nBEDROCKmg is a professional advisory organisation to the capital intensive Mining and Resource industries r nOur team assists organisations in overcoming strategic process and technology challenges within highly competitive and often cost constrained markets After 10 years and several hundred projects across the globe the resources sector continues to embrace BEDROCKmg for which we are grateful Our success is built on our deep industry expertise proven methods pragmatic approach and commitment to quality We understand your business and we deliver sustainable Time to Value programs r n r nThe Power of Partnership All of our services are delivered through partnering with our clients and joint stakeholder engagement r n r nTransformation Process Improvement Subject Matter Experts Culture Change Systems Processes Communication and Program Design r n r nICT Strategy Options Analysis Portfolio Alignment Strategic and Tactical Roadmaps Vendor Relationship Management r n r nProject and Program Management Health Checks Delivery Recovery Governance r n r nCxO Advisory Selling the Capability Internal Partnerships Organisational Design Mentoring r n r nMergers Acquisitions Enablement Transformation Program Delivery Asset and Data Alignment,16.0,280.0,LinkedIn
comp_19398,,Bekaert Wire Ropes Pty Ltd,,603902601.0,,,,,,,,,,,,,,,Bekaert Wire Ropes Pty Ltd is a mining metals company based out of 2 GEORGE ST Mayfield East New South Wales Australia,2.0,3.0,LinkedIn
comp_19399,,Belkblast,,,,,,,,,,,,,,,,,Belkblast is a mining metals company based out of 31 39 Bundy Dr Cobblebank Australia,0.0,0.0,LinkedIn
comp_19400,,Bell Bay Aluminium,,,,,,,,,,,,,,,,,Bell Bay Aluminium is situated on the Tamar River approximately five kilometres from George Town and 45 kilometres from Launceston The smelter produces around 189 000 of aluminium each year and operates 24 hours a day 365 days per year Bell Bay Aluminium employs 435 talented men and women and 60 plus full time equivalent contractors who on a typical day undertake work at the smelter Independent studies have found that Bell Bay Aluminium directly and indirectly employs approximately 1500 Tasmanians and contributes 690 million per annum to Gross State Product Bell Bay Aluminium has a major influence on the economic well being of Northern Tasmania It creates wealth for Tasmanians through the creation of employment export earnings payment of government taxes and charges and direct investment through community programs and the purchase of goods and services from Tasmanian businesses and suppliers In 2013 the smelter spent 247 million purchasing goods and services from 326 Tasmanian suppliers,52.0,351.0,LinkedIn
comp_19401,,Bell Bay Power Pty Ltd,,97079331.0,,,,,,,,,,,,,,,Bell Bay Power Pty Ltd is a mining metals company based out of Gpo Box 355 Hobart Tasmania Australia,0.0,9.0,LinkedIn
comp_19402,,Bell Stainless,,,,,,,,,,,,,,,,,Bell Stainless is a mining metals company based out of 490 Maroochydore Rd Kunda Park Australia,0.0,0.0,LinkedIn
comp_19403,,Bella Group Just Stone,,,,,,,,,,,,,,,,,Bella Group kitchen furniture JustStone Pty Ltd deals with imported furniture hardware that includes cabinet drawers hinges melamine boards solid surface,0.0,0.0,LinkedIn
comp_19404,,Bella Investments NSW Pty Limited,,,,,,,,,,,,,,,,,Bella Investments NSW Pty Limited Bella is a privately held advisory and consulting company specialising in sales marketing logistics and price risk management Bella was founded Matthew Wall in 2007 Since then he has provided advisory and consulting services to large multi national ASX mining companies research companies and small junior private mining explorers Bella is currently engaged in the development of Canadian coking coal assets and gold and copper tenements in NSW,0.0,2.0,LinkedIn
comp_19405,,Belladonna Steel,,,,,,,,,,,,,,,,,Belladonna Steel is a family owned and operated business specialising in commercial and residential quality structural steel fabrication and rigging in Perth Western Australia Our services including structural steel warehouses mezzanine floors awnings staircases handrails automatic sliding gates bollards balustrades and more Our services also include mobile welding,0.0,0.0,LinkedIn
comp_19406,,Belle Banne Conveyor Products,,,,,,,,,,,,,,,,,Belle Banne Conveyor Products is a 100 privately owned Australian company We are a young company established in 2009 but have over 60 years combined experience in the materials handling industry in both Australia and abroad r n r nThe Belle Banne brand is synonymous with performance and is the leader in its field for the development and manufacture of high performance high quality conveyor belt equipment The original product has served the market successfully for over thirty years and despite numerous imitations is still the brand leader in terms of performance life and value r n r nBelle Banne Conveyor Products concentrates on building strong partnerships with manufacturers and channels to market ensuring a diverse range of conveyor belt enhancing products are widely available throughout Australia New Zealand and South East Asia r n r nBelle Banne Conveyor Products understands that the Australasian Materials Handling Industry is at the forefront of world standards and for that reason our design philosophy our technical knowledge and our approach to business is matched with the high performance nature of the industry s we serve r n r nBelle Banne products have been successfully used in the Australian materials handling industry since the 1970 s Our products can be found in a diverse range of industries including coal and iron ore mining power generation shipping terminals hard rock and quarry applications r n r nProducts offered Composite conveyor belt rollers pulleys scrapers Belt cleaners Ploughs Trackers CAI Fasteners Lagging Rubber moulded products and Maptsoft Mine Asset Software and more,19.0,615.0,LinkedIn
comp_19407,,Bellpro Engineering,,,,,,,,,,,,,,,,,Bellpro is an Australia based precision Engineering and Toolmaking Company With vast experience in toolmaking we have offered a range of toolmaking solutions to our clients over many years Founded by Wayne Bell now headed by Neville Johns Bellpro with years of experience across a spectrum of engineering Toolmaking now also manufactures custom Plastic Injection Moulds CNC machining,0.0,0.0,LinkedIn
comp_19408,,Belminco Pty Ltd,Mineral Processing Management Services Pty Ltd,64016351.0,,,,,,,,,,,,,,,Not Provided,0.0,0.0,LinkedIn
comp_19409,,Belridge Enterprises Pty Ltd,,,,,,,,,,,,,,,,,Belridge Enterprises Pty Ltd is a mining metals company based out of 5 NEWTON ST Monto Queensland Australia,0.0,0.0,LinkedIn
comp_19410,,Belting Services Australia Pty Ltd,,646285029.0,,,,,,,,,,,,,,,BSA has a proven track record of successfully delivering credible reliable and independent conveyor belt diagnostics and industry recognized training BSA will partner with you to protect your conveyor belt assets by reducing splice failure and system downtime through critical decision making driven by real time data collection This is achieved through the implementation of a range of quality auditing compliance reporting non destructive testing data logging hardware and software vulcanizing equipment and specialist safety and skills training for your site personnel,0.0,184.0,LinkedIn
comp_19411,,Beltor Engineering,,,,,,,,,,,,,,,,,In 1975 we commenced providing fabrication services to the newly constructed local power stations and underground coal mines Since then Beltor has broadened its products and services and is now a valued partner to the world s largest mining and bulk materials handling companies,0.0,34.0,LinkedIn
comp_19412,,Beltscan Pty Limited,,,,,,,,,,,,,,,,,Beltscan focuses on providing high tech conveyor belt monitoring solutions to the bulk materials handling sector r n r nOur Belt Guard range of products form a holistic monitoring solution that includes Rip Detection for fabric and steel cord conveyor belts Cover Thickness and Carcass Condition Monitoring systems,4.0,46.0,LinkedIn
comp_19413,,Beltwest,,,,,,,,,,,,,,,,,Beltwest is a proudly Australian company that is dedicated to delivering the high quality of service that bulk materials handling operations require We do this through a combination of experience and innovation Whether it is for maintenance a project or specific specialist support the Beltwest team will deliver quality results and great service in a timely manner With decades of front line operational experience we understand the importance of keeping operations moving We believe that the best way to support our clients is to put your needs first Maintaining a neutral model allows us to offer an independent service and recommend the best suppliers and outcomes to suit your business specific needs,0.0,24.0,LinkedIn
comp_19414,,Bemax Resources Limited,"BeMax Resources NL, Bowral Resources N.L., Cristal Mining Australia Limited, Peregrine Resources (Aust) N.L., Peregrine Resources N.L., Tronox Mining Australia Limited",9247858.0,,,,,,,,,,,,,,,Bemax Resources Limited is a mining metals company based out of 53 Quill Way Herderson Western Australia Australia,9.0,18.0,LinkedIn
comp_19415,,Benchmark Recruitment BMR,,,,,,,,,,,,,,,,,Not Provided,0.0,0.0,LinkedIn
comp_19416,,Bendan Australia Pty Ltd,,154407691.0,,,,,,,,,,,,,,,Bendan Australia is a privately owned consultancy specialising in Mining Operations and Project roles at Manager GM or Executive level Specific expertise is driving performance improvement through business redesign rationalisation and optimisation r nVision Providing best practice service standards and core values to maximise value for clients and other stakeholders in the mining industry r nCore Values Safety health environment community teamwork leadership quality efficient profitable business processes r n r nOur expertise is finding low cost effective practical solutions to a wide range of operational challenges,0.0,0.0,LinkedIn
comp_19417,,Bendcraft Products,,,,,,,,,,,,,,,,,Bendcraft products is a wholly Australian owned and operated family business with a clear focus in personalised customer service precision products and innovative problem solving nThis vision has enabled us to become a preferred supplier to notable companies that require high end specified componentry e g precision exhaust radiator equipment for V8 supercar racing teams Sydney Cricket Ground Handrail upgrade G M Holden production line componentry and completed handrails for the new suburban passenger rail cars Our family owned and operated business is pleased to offer skilled personnel to provide you with the service and advice you need and deserve Whether your requirement be for 20 items or 20 000 items we guarantee a precision product every time,5.0,110.0,LinkedIn
comp_19418,,Bendigo Metals,,,,,,,,,,,,,,,,,YOU CAN PREDICT HOW LONG YOUR GALVANIZING WILL LAST now that s something worth exploring for your next steel project Try,3.0,0.0,LinkedIn
comp_19419,,Beneath the Surface Podcast,,,,,,,,,,,,,,,,,Beneath the Surface is a podcast for the people of the global mining and related industries Miners are people not numbers and we all have amazing stories and experiences that make us who we are today Beneath the Surface aims to capture those stories via engaging conversations and sharing them with the global mining community and beyond Your host Sean Lavin is passionate about the people who have and continue to shape the world in which we live via their contribution to the mining industry Once an open cut heavy machinery operator Sean now dedicates his time to developing and enhancing the potential of those who live and breathe mining Jump into the cab buckle your seatbelt and join us on a perspective shifting journey as we dive deep into the interesting humorous ridiculous confronting and at times tragic stories of the people who are the global mining industry Who knows what gold we ll uncover as we dig Beneath the Surface,0.0,60.0,LinkedIn
comp_19420,,Bengalla Mining Company Pty Limited,"Bengalla Mining Company Limited, Kalloni Limited",53909470.0,,,,,,,,,,,,,,,Bengalla Mining Company located four kilometres south west of Muswellbrook in the Hunter Valley region of New South Wales supplies international markets with thermal coal Bengalla honours its commitment to manage health safety and environmental risks and works with the community to build enduring relationships We continuously strive to understand and fulfill our responsibilities as an employer and community member as well as meet our obligations under our development consent Bengalla Mining Company is a joint venture ownership with New Hope Group 80 and Taipower 20,132.0,3260.0,LinkedIn
comp_19421,,Bengineering Transport Equipment,,,,,,,,,,,,,,,,,Bengineering Transport Equipment is a mining metals company based out of 11 Laurence Rd Walliston Australia,0.0,0.0,LinkedIn
comp_19422,,Bennco Engineering Pty Ltd,,629049752.0,,,,,,,,,,,,,,,Bennco Engineering Pty Ltd is a privately owned and operated maintenance and fabrication engineering company delivering innovative Structural Mechanical and Piping business solutions servicing the Metals and Minerals Resources market in the Pilbara nBennco Engineering Pty Ltd aims to deliver flexible Integrated Engineering Solutions I E S enabling companies to risk mitigate their structural mechanical and piping SMP assets during Commissioning Operational Maintenance Shutdown and Decommissioning nWe achieve this by incorporating contemporary design fabrication maintenance installation and pre qualified labour supply from our maintenance fabrication workshop facility in Tom Price Western Australia,6.0,388.0,LinkedIn
comp_19423,,Bennco Group,,,,,,,,,,,,,,,,,Based in the Pilbara across Tom Price and Paraburdoo Bennco Group is an accomplished Pilbara building and construction company with a combined experience of over 50 years in the building construction civil plumbing and nelectrical industries Bennco Group has established itself as a professional honest and reliable building and construction company in the Tom Price Paraburdoo and greater Pilbara region servicing the domestic mining industrial commercial and local government sectors Bennco Group s reputation is built on long term client relationships and total commitment to delivering superior service project management and client project goals and outcomes Health Safety and Environmental Compliance is paramount to Bennco Group s core business values Our vision is simple to provide workplaces free from harm and supported by a culture which ensures that the safety of people and protection of the environment remains an absolute priority Bennco Group s vision is to continue to operate locally in the Pilbara area delivering superior service communication and workmanship to all its clients Community involvement growth and development are core values to Bennco Group s directors to ensure the sustainability of local businesses and give our clients the opportunity to utilise support local contractors www benncogroup com au,15.0,148.0,LinkedIn
comp_19424,,Bentonite Resources Pty Ltd,,609342805.0,,,,,,,,,,,,,,,Not Provided,0.0,19.0,LinkedIn
comp_19425,,Bentonite Resources Pty Ltd t a Bentonite Products,,,,,,,,,,,,,,,,,Bentonite Resources Pty Ltd t a Bentonite Products is a mining metals company based out of Australia,0.0,0.0,LinkedIn
comp_19426,,Benz Rite,,,,,,,,,,,,,,,,,Benz Rite is a mining metals company based out of 9 Waverley Dr Unanderra Australia,0.0,0.0,LinkedIn
comp_19427,,Beresford Advisory,,,,,,,,,,,,,,,,,With over 40 years experience Beresford Advisory is committed to unlocking value for our clients through excellence in innovation and collaboration We operate across all facets of the mining industry from exploration and project development through to strategic planning and business transformation,0.0,3.0,LinkedIn
comp_19428,,Beresford Concrete Products Pty Ltd,,,,,,,,,,,,,,,,,BCP Precast is a fully operational manufacturer and supplier of precast concrete components BCP Precast is a registered company owned by the Precast Civil Industries Group,0.0,1.0,LinkedIn
comp_19429,,Beresford Project Services,,,,,,,,,,,,,,,,,We have the capacity experience and systems to deliver multi disciplinary engineering projects from concept studies through to detailed design With access to specialists in their respective fields across Australia we supply specialist engineering expertise to our clients,0.0,6.0,LinkedIn
comp_19430,,Berkut Minerals Ltd,"Berkut Minerals Limited, Berkut Minerals Pty Ltd, Carnaby Resources Limited",610855064.0,,,,,,,,,,,,,,,Berkut Minerals Limited is an Australia based mineral exploration company The Company is focused on acquiring exploring and developing gold and other mineral deposits Its projects include Cairn Hill Gold Project Mt Clement Gold Project and Capricorn Lithium Project The Cairn Hill Gold Project is located along a regionally mineralized trend in the Ashburton region of Western Australia approximately 40 kilometers west northwest of Paraburdoo The Mt Clement Gold Project is located approximately 170 kilometers due west of Paraburdoo in Western Australia and approximately 60 kilometers south of the Paulsen s Gold Mine The project area surrounds the Mt Clement Gold Prospect and Eastern Hills Prospect It has several known precious and base metal prospects The Capricorn Lithium Project is located in the Savory Basin,0.0,0.0,LinkedIn
comp_19431,,Berlin Mining and Investments Pty Ltd,,53681584.0,,,,,,,,,,,,,,,Berlin Mining and Investments Pty Ltd is a mining metals company based out of 8Sassafras Drive Ashmore Queensland Australia,0.0,3.0,LinkedIn
comp_19432,,Best Auto Electric Services,,,,,,,,,,,,,,,,,Not Provided,3.0,0.0,LinkedIn
comp_19433,,Best Bar NSW Pty Ltd,,,,,,,,,,,,,,,,,Best Bar is a leading concrete steel reinforcement supplier in Australia delivering a diverse range of steel rebar rebar mesh solutions Call now 08 9411 9300,0.0,1.0,LinkedIn
comp_19434,,Best Coatings,,,,,,,,,,,,,,,,,A proven business to business partner that offers reliable and quality service in a timely manner Are you looking for a durable and long lasting finish to restore your rims car parts fences security door garden furniture or any other metal products around your work or home,0.0,0.0,LinkedIn
comp_19435,,Best Line Fencing,,,,,,,,,,,,,,,,,We know fencing is one of the last things to be done when building your new home and more often than not all you want to do is move in We aim to provide a seamless service to ensure the smoothest finish to your dream home,0.0,0.0,LinkedIn
comp_19436,,Bethel Quarries,,,,,,,,,,,,,,,,,Bethel Quarries is a Sand Gravel company based out of 2662 Kildonan Rd Yelarbon Australia,0.0,0.0,LinkedIn
comp_19437,,Betta Energy,,,,,,,,,,,,,,,,,Betta Energy is a mining metals company based out of 240 Lion Creek Rd West Rockhampton Australia,0.0,0.0,LinkedIn
comp_19438,,Better Balustrading,,,,,,,,,,,,,,,,,Better Balustrading is a family owned business located in Melbourne s eastern suburbs We specialise in the manufacture and installation of all types of stainless steel balustrades From the domestic home to larger multi story apartment blocks Better Balustrading has the knowledge and expertise to get the job done right the first time,0.0,0.0,LinkedIn
comp_19439,,Better Mining Products,,,,,,,,,,,,,,,,,Not a single product has been made that can t be improved With a innovative approach and a suite of industry leading products Better Mining Products are your go to source of Blast hole drilling consumables and mining supplies to push your business forward n100 Australian owned and operated Better Mining Products is dedicated to manufacturing 100 of their products right here in Australia,0.0,61.0,LinkedIn
comp_19440,,Better Wear Solutions,,,,,,,,,,,,,,,,,We supply standard and customised soft skirting for mining conveyor systems to reduce material spillage and dust emissions Supply standard and innovative conveyor skirt liner solutions We supply Primary Seal Skirt Liners n Arcoplate weld overlay i hard n Composite White Iron n Ceramic n Polystone Line We supply Skirting Secondary Seal Profile Cut Rubber nStandard skirt rubber n 55 shore duro n 45 shore duro nBlack green black skirt rubber n Standard sizes nPolyurethane skirting n Custom order We supply POLYURETHANE POLYETHYLENE n Diversion Plough blades n Polystone Scraper Blades n Polyurethane Scraper Blades,0.0,36.0,LinkedIn
comp_19441,,Beyondie J V Operation Pty Ltd,,,,,,,,,,,,,,,,,Beyondie J V Operation Pty Ltd is a mining metals company based out of Sydney New South Wales Australia,0.0,0.0,LinkedIn
comp_19442,,Bhullar Group,,,,,,,,,,,,,,,,,Not Provided,17.0,48.0,LinkedIn
comp_19443,,Bidgee Welding,,,,,,,,,,,,,,,,,Bidgee Welding is a mining metals company based out of 20 Wentworth St East Wagga Wagga Australia,0.0,0.0,LinkedIn
comp_19444,,Big Brown Land,,,,,,,,,,,,,,,,,Big Brown Land is an Australian based consultancy service for surveyors We match surveyors with jobs in Australia as well as providing training and auditing services to the industry We are an Australian based business run by surveyors and we have experience working in Australia Ireland Europe and Africa,0.0,33.0,LinkedIn
comp_19445,,Big Harvest Buffet,,,,,,,,,,,,,,,,,Big Harvest Buffet is a mining metals company based out of 2115 W Lincoln Ave Fergus Falls Minnesota United States,0.0,1.0,LinkedIn
comp_19446,,Big Iron Consulting Pty Ltd,,,,,,,,,,,,,,,,,Big Iron merged with Asseton Group in July 2017 to extend our asset management capability and services Our companies hold similar values and philosophies on doing business looking for practical new solutions to old problems leveraging deep expertise and fostering an environment our customers and employees want to be a part of This is a merger of two highly compatible and capable firms who have collaborated on master data and technology projects for the past 18 months This collaboration leveraging our joint capability in technology OEM relationships master data and subject matter expertise led to the development of an innovative master data as a service AssetOn Advantage,0.0,163.0,LinkedIn
comp_19447,,BigTrac,,,,,,,,,,,,,,,,,Not Provided,0.0,0.0,LinkedIn
comp_19448,,Biggenden Quarry,,,,,,,,,,,,,,,,,Biggenden Quarry is a mining metals company based out of 446 Biggenden Mines Rd Biggenden Australia,0.0,0.0,LinkedIn
comp_19449,,Billdeb Sheetmetal,,,,,,,,,,,,,,,,,Billdeb Sheetmetal is a mining metals company based out of 2 95 Lahrs Rd Ormeau Australia,0.0,0.0,LinkedIn
comp_19450,,Billiton Manganese Australia Pty Ltd,,,,,,,,,,,,,,,,,Billiton Manganese Australia Pty Ltd is a mining metals company based out of 180 LONSDALE ST Melbourne Victoria Australia,0.0,2.0,LinkedIn
comp_19451,,Billiton Nickel Ravensthorpe Pty Ltd,,,,,,,,,,,,,,,,,Billiton Nickel Ravensthorpe Pty Ltd is a mining metals company based out of L 33 152 158 ST GEORGES TCE Perth Western Australia Australia,0.0,3.0,LinkedIn
comp_19452,,Bird Place Emblem Aviaries,,,,,,,,,,,,,,,,,Bird Place Emblem Aviaries is a mining metals company based out of 95 HOLBROOKS RD Flinders Park South Australia Australia,0.0,0.0,LinkedIn
comp_19453,,Birimian Gold Limited,"Birimian Limited, Eagle Eye Metals Limited, Firefinch Limited, Mali Lithium Limited",113931105.0,,,,,,,,,,,,,,,Not Provided,5.0,0.0,LinkedIn
comp_19454,,Birla Maroochydore Pty Ltd,"Birla (Maroochydore) Pty Ltd, Maroochydore Copper Pty Ltd",103844471.0,,,,,,,,,,,,,,,Birla Maroochydore Pty Ltd is a mining metals company based out of Perth Western Australia Australia,0.0,0.0,LinkedIn
comp_19455,,Black Dash,,,,,,,,,,,,,,,,,Black Dash specialises in the development review and implementation of work health and safety systems for small and medium businesses across Australia Offering a genuine and practical approach to health and safety with a strong belief in the development and implementation of systems which are tailored specifically to each organisation Black Dash welcomes the opportunity to meet with you to discuss how they can help further improve your organisation Specialist areas include nHeavy vehicle Accreditation Review nHigh Risk Work nTraining and Inductions nRisk Assessments nContractor Management nInspections and Auditing Monitoring and Review nTender Evaluations nEntire Management System Development Review nInterstate and Project Work,0.0,7.0,LinkedIn
comp_19456,,Black Diamond Drilling Services Australia P L,,,,,,,,,,,,,,,,,Black Diamond Drilling Services Australia P L is a subsidiary of Black Diamond Industrial Ltd Co which is a famous privately operated enterprise specialized in researching and manufacturing rock drilling equipment and pneumatic tools The company has rich scientific research and production experience It produces high quality rock drilling products by using high quality raw material utilizing advanced craft technology and imposing strict quality inspection The products made by HJG are being sold well all over China and exported to more than 50 countries such as America France Australia Canada Brazil South Africa Malaysian South Korea and so on And it has gained a high praise and a good reputation,9.0,2460.0,LinkedIn
comp_19457,,Black Diamond Drilling Tools USA Inc,,,,,,,,,,,,,,,,,Black Diamond Drilling Tools USA LLC is a subsidiary of Black Diamond Industrial Ltd Co which is a famous privately operated enterprise specialized in researching and manufacturing rock drilling equipment and pneumatic tools The company has rich scientific research and production experience It produces high quality rock drilling products by using high quality raw material utilizing advanced craft technology and imposing strict quality inspection The products made by HJG are being sold well all over China and exported to more than 50 countries such as America France Australia Canada Brazil South Africa Malaysian South Korea and so on And it has gained a high praise and a good reputation,2.0,69.0,LinkedIn
comp_19458,,Black Diamond Modular,,,,,,,,,,,,,,,,,Founded in 1977 Britco has the largest fleet of modular buildings in British Columbia including site offices mobile offices office complexes classrooms sales centres first aid buildings mobile washroom facilities and container solutions for storage,0.0,0.0,LinkedIn
comp_19459,,Black Fire Minerals Ltd Q9M,,,,,,,,,,,,,,,,,Black Fire Minerals Ltd Q9M is a mining metals company based out of 33Ord St West Perth Western Australia Australia,0.0,3.0,LinkedIn
comp_19460,,Black Flag Consolidated Ltd,,,,,,,,,,,,,,,,,Black Flag Consolidated Ltd is a mining metals company based out of SUITE 3 97 LEWIS ROAD WANTIRNA SOUTH Melbourne Victoria Australia,0.0,0.0,LinkedIn
comp_19461,,Black Hawk Metals,,,,,,,,,,,,,,,,,Black Hawk Metals is an Australian owned and operated family business We are a leading importer distributor of Brass Bronze Cast Iron and Copper products for the Australian and New Zealand manufacturing and engineering industries,0.0,0.0,LinkedIn
comp_19462,,Black Mount Springwater,,,,,,,,,,,,,,,,,Black Mount Springwater is a mining metals company based out of Old Melbourne Rd Millbrook Australia,6.0,0.0,LinkedIn
comp_19463,,Black Mountain Resources,,,,,,,,,,,,,,,,,Not Provided,4.0,22.0,LinkedIn
comp_19464,,Black Peak Holdings Pty Ltd,,109129759.0,,,,,,,,,,,,,,,Black Peak Holdings Pty Ltd is a mining metals company based out of PO BOX 1777 West Perth Western Australia Australia,0.0,0.0,LinkedIn
comp_19465,,Black Raven Mining Pty Ltd,Investaway Pty Ltd,116528182.0,,,,,,,,,,,,,,,Black Raven Mining Pty Ltd is a mining metals company based out of 7 Coulson Way Canning Vale WA Australia,5.0,15.0,LinkedIn
comp_19466,,Black Ridge Mining NL GBL,,,,,,,,,,,,,,,,,Black Ridge Mining NL GBL is a mining metals company based out of 47 Ord St West Perth WA Australia,0.0,2.0,LinkedIn
comp_19467,,Black Snake Aust,,,,,,,,,,,,,,,,,THE HISTORY OF A UNIQUE PRODUCT nThe Black Snake product range began in 2002 with our unique Nylon 4WD snatch um strop and has expanded rapidly into a wide variety of vehicle recovery towing and specialty products Our premier range features Kevlar recovery strops capable of towing and recovering the largest mine site vehicles short Kevlar underground mining specialty products and specially designed military strops The Nylon range suits kinetic recovery and towing of small to medium sized vehicles With over 200 different products available and in excess of 38 000 units supplied to various markets worldwide the Black Snake Kevlar and Nylon range have proven themselves hardworking durable and efficient Black Snake have successfully carved a unique niche in the mining construction and military industries BLACK SNAKE AUSTRALIAN AND FOCUSED ON GLOBAL MARKETS nIn 2020 the expanded team of Black Snake Aust combines an experienced marketing design and manufacturing team in a safe flexible and efficient working environment First and foremost we focus on making our Black Snakes safe to use in all the hazardous conditions our products are subjected to Black Snake are all about strength lightweight ease of handling durability and of course making products which are purposeful Our customers expect high quality products innovative designs and solutions We value being able to provide honest expert service and we offer many years of industry knowledge We proudly bring our highly regarded Black Snake Kevlar and Nylon recovery towing mooring and specialty strops to a huge global market,2.0,6.0,LinkedIn
comp_19468,,Black Wolf Field Service,,,,,,,,,,,,,,,,,The Black Wolf Field Service team have extensive field maintenance experience and service mining gas and construction industries within Australia Our vision is that we will be there to lead and to be the best nothing less We are a highly motivated team that delivers quality service with safety as our first and utmost priority The BWFS team have a multitude of experience in field maintenance servicing the big brands Caterpillar Komatsu Hitachi and Leibherr and our team consists of experienced staff including OEM trained fitters We are inducted across most mine and or construction sites and our training is regularly reviewed and updated We are fully committed to the Safety and Health of our employees contractors and visitors and we deliver industry leading health and safety standards throughout our operations Our services include  Management and delivery of projects n Field Maintenance Service n Scheduled Maintenance n Shut Down Maintenance The BWFS fleet consists of fully equipped utility vehicles that meet all the necessary mine and construction safety standards ensuring they are work ready to assist at short notice We can help you with your current or next project and ensure that you receive quality service and the start of a long term relationship with a professional reliable team Give us a call today Pete 0423 967 257 n,8.0,161.0,LinkedIn
comp_19469,,BlackEarth Minerals NL ASX BEM,,,,,,,,,,,,,,,,,BlackEarth Minerals NL was incorporated on 16 March 2016 with the purpose of identifying evaluating and if warranted acquiring resource projects and assets in Australia and or overseas that have the potential to add shareholder value The Company ASX BEM listed on the Australian Securities Exchange ASX on the 19 January 2018 To date the Company has built a portfolio of quality graphite assets in both Western Australia and southern Madagascar BlackEarth will focus on the development of its Maniry and Ianapera projects in southern Madagascar while undertaking some preliminary exploration at its 4 project areas in Western Australia The Company will also continue to review other graphite opportunities as well as other projects that are prospective for minerals other than graphite The Company s board and management are all highly experienced with broad technical operational legal and corporate expertise in mineral exploration finance project acquisition development and operation within listed public companies,7.0,997.0,LinkedIn
comp_19470,,Blackbox Geophysics,,,,,,,,,,,,,,,,,Not Provided,0.0,1.0,LinkedIn
comp_19471,,Blackham Resources Ltd,"Blackham Resources Limited, Wiluna Mining Corporation Limited",119887606.0,,,,,,,,,,,,,,,Blackham Resources Limited ASX BLK is an Australian gold producer with operations in the Northern Yilgarn Gold Endowment Positioned for growth by developing existing resources and through new discoveries the company s Matilda Wiluna project is set to deliver strong positive operating cash flows into 2018 and beyond,84.0,597.0,LinkedIn
comp_19472,,Blackleafforge com,,,,,,,,,,,,,,,,,Blackleafforge com is a mining metals company based out of 13 2 Elizabeth St Melbourne Australia,0.0,0.0,LinkedIn
