ENO,name,status,commodity,owner,startDate,endDate,observationMethod,positionalAccuracy,source,status_uri,representativeCommodity_uri,specification_uri,LAT_GDA94,LONG_GDA94
333451,Specimen Hill,historic mine,Gold,Lion Gold Corporation Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.liongoldcorp.com/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333451,-37.0292,144.2638
333454,Edin Hope,historic mine,Gold,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333454,-26.72427,118.420303
333458,Giles,historic mine,Gold,Swan Gold Mining Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.swangoldmining.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333458,-29.881,120.5285
333460,Sharkeys Open Pit,historic mine,Gold,Newmarket Gold Inc,,,"State or NT agency supplied location, method unknown",500 metres,http://www.newmarketgoldinc.com,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333460,-36.6669,144.5097
333463,Snook North,historic mine,Gold,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333463,-27.0305,119.3819
333464,Heron South,historic mine,Gold,Horizon Gold Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.horizongold.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333464,-27.3797,119.4626
333471,Lyell Comstock,historic mine,"Copper, Gold, Silver",Vedanta Resources PLC,,,"State or NT agency supplied location, method unknown",500 metres,http://www.vedantaresources.com/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333471,-42.038,145.5897
333473,Carcoar,historic mine,Iron,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333473,-33.61841883,149.1470821
333477,Scotland Yet,historic mine,Gold,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333477,-28.169668,122.491943
333481,Lord Nelson,historic mine,Gold,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333481,-36.61453,143.25762
333482,Leviathan,historic mine,Gold,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333482,-37.06866,143.83411
333484,Browns Creek,historic mine,"Copper, Gold",,,,satellite image,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333484,-33.5265,149.1588
333485,Endeavor,operating mine,"Copper, Silver, Zinc, Gold, Lead",Polymetals Resources,1/01/1983,,method unknown,2000 metres,https://polymetals.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333485,-31.1629209,145.6537957
333486,Mount Morgan,historic mine,"Gold, Copper, Zinc, (Silver, Bismuth)",Carbine Resources,,,method unknown,2000 metres,http://www.carbineresources.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333486,-23.63555924,150.3749863
333487,Nerrigundah,historic mine,"Gold, Copper, Silver, Lead",,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333487,-36.22382481,149.7536844
333488,Palmers Find,historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333488,-31.39748399,119.0159957
333489,Waroona Shoreline,historic mine,"Ilmenite, Zircon, Leucoxene, Mineral sands",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333489,-32.82652834,115.9386046
333490,Wirralie,historic mine,"Gold, Silver",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333490,-21.11692783,147.2699899
333494,Royal George,historic mine,Tin,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333494,-41.82907361,147.8865335
333495,Ringwood,historic mine,Gold,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333495,-13.19546081,131.6501271
333496,Buchan,historic mine,"Iron ore, Iron",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333496,-37.45188047,148.2008451
333497,Kempfield,historic mine,"Silver, Zinc, Lead, (Gold, Barite, Asbestos - crocidolite)",,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333497,-33.77827496,149.2610024
333498,Woodsreef,historic mine,"Magnesium, Asbestos, Magnesia (magnesium oxide), Magnesite",,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333498,-30.40313632,150.7379723
333502,Blackwater,operating mine,Coal - black,"BHP Billiton Limited, Mitsubishi Corporation, Whitehaven Coal Limited, BHP Group Limited",1/01/1967,,method unknown,2000 metres,"http://www.bhpbilliton.com/, http://www.mitsubishicorp.com/jp/en/index.html, http://www.whitehavennews.com.au/, https://www.bhp.com/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333502,-23.68558484,148.8073609
333503,Greenbushes,operating mine,"Niobium, Kaolin, Tantalum pentoxide, Lithium oxide, Niobium pentoxide, (Tin, Lithium, Tantalum)","Albemarle Corporation, IGO Ltd, Tianqi Lithium Corp",1888-01-01,,method unknown,100 metres,"http://en.tianqilithium.com/, http://www.albemarle.com/, https://www.igo.com.au/site/content/",http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333503,-33.85584603,116.06683
333504,Robbins Hill Open Pit,historic mine,Gold,Newmarket Gold Inc,,,"State or NT agency supplied location, method unknown",500 metres,http://www.newmarketgoldinc.com,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333504,-36.6734,144.5088
333505,Boomerang,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333505,-19.99058674,139.1131956
333506,Hidden Treasure,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333506,-19.67456094,139.8081852
333507,Native Bee,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333507,-20.82258051,139.4791937
333508,Queen Elizabeth,historic mine,Copper,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333508,-20.2195654,139.8361909
333509,Selwyn,historic mine,Copper,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333509,-21.52302696,140.508012
333510,Surprise,historic mine,"Copper, Gold",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333510,-20.16156344,140.0001865
333511,Palette,historic mine,"Uranium, Gold, Uranium oxide",,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/uranium,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333511,-13.53214648,132.5620299
333513,Hadleigh Castle,historic mine,Gold,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333513,-20.10037636,146.6120071
333514,K1 OP,historic mine,Gold,"Dampier Gold Limited, Vango Mining Ltd",,,satellite image,999 metres,"http://www.dampiergold.com/, http://www.vangomining.com",http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333514,-25.1024,119.7465
333516,Centurion,historic mine,Gold,,,,method unknown,10 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333516,-30.83614108,121.403543
333522,Sunrise,historic mine,Gold,,,,satellite image,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333522,-29.074,122.4282
333524,Nannine Mine,historic mine,Gold,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333524,-26.8888,118.347
333526,South Bulli,historic mine,Coal - black,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333526,-34.34972023,150.8892051
333527,Spargoville - Location 5a,historic mine,"Cobalt, Nickel, Copper",Estrella Resources,,,method unknown,100 metres,https://www.estrellaresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333527,-31.3505512,121.5058833
333534,China Camp,historic mine,"Tin, Tin oxide/cassiterite",,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333534,-16.27849957,145.3010656
333535,Running Creek,historic mine,"Tin, Tin oxide/cassiterite",,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333535,-19.27844902,145.9680766
333538,Surveyors Creek,historic mine,"Tin oxide/cassiterite, Tin",,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/tin-oxide ,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333538,-36.44036578,148.0552322
333539,Enhance Place,closed,Coal - black,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333539,-33.36725386,150.0660031
333545,Moorvale,operating mine,Coal - black,Peabody Energy Corp.,1/01/2002,,method unknown,999 metres,http://www.peabodyenergy.com/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333545,-21.99551721,148.3535805
333546,Bronzewing Group,closed,Gold,,,,satellite image,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333546,-27.3778,121.0125
333547,Kestrel,operating mine,Coal - black,"EMR Capital Group, PT Adaro Energy Tbk, MITSUI & CO. (AUSTRALIA) LTD.",1/01/1992,,"State or NT agency supplied location, method unknown",50 metres,http://www.mitsui.com/au,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333547,-23.24197222,148.3703056
333550,Sunrise Hill,historic mine,"Iron, Iron ore",,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333550,-20.45897984,120.0574437
