ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,ACCURACY_M,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,COMPANY_WEBSITES,PROVINCES,GEOLOGIC_AGE,DEPOSIT_MODEL
334506,Lady Gladys,Mulline Project,WA,120.5031,-29.8354,500,historic mine,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited","http://www.orabandamining.com.au, http://www.swangoldmining.com.au/",Yilgarn Craton,Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334509,Bombay - Dalgaringa,Dalgaranga Gold Project,WA,117.3056,-27.8284,500,mineral deposit,Au,,Gold,Gascoyne Resources Limited,http://www.gascoyneresources.com.au/,Yilgarn Craton,Archean,
334512,Glen Arden,Wandoan,QLD,148.8664,-25.9023,999,mineral deposit,Cbl,,Coal - black,Glencore Plc,http://www.glencore.com/,Surat Basin,Mesozoic,
334515,Lancefield Deeps,Lancefield Project,WA,122.3845,-28.5567,500,mineral deposit,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,Yilgarn Craton,Archean,
334516,Churchill,,VIC,146.42,-38.317,999,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,http://www.dpi.vic.gov.au,Gippsland Basin,Cenozoic,
334521,Pitman South,Binduli Project,WA,121.4041,-30.8201,500,mineral deposit,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/",Yilgarn Craton,Archean,
334523,Young Nickel (Jervois Mining),Nico Young,NSW,148.0667,-34.1167,999,mineral deposit,"Ni, Mg, Al","Co, Fe","Nickel, Magnesium, Aluminium, (Cobalt, Iron)",Legacy Minerals Limited,www.legacyminerals.com.au,Lachlan Orogen,Cenozoic,
334525,Drake,East Kundana JV,WA,121.2617,-30.7304,500,mineral deposit,Au,,Gold,"Rand Mining Limited, Tribune Resources Limited, Northern Star Resources Limited, Barrick Gold Corporation","http://www.randmining.com.au/, http://www.tribune.com.au/, http://www.nsrltd.com/, http://www.barrick.com/",Yilgarn Craton,Archean,
334531,Chariot,Tennant Creek Mineral Field,NT,134.0969,-19.654,999,historic mine,Au,,Gold,Emmerson Resources Limited,http://www.emmersonresources.com.au/,Warramunga Province,Proterozoic,"Environment: Regional metasomatic, Group: Metasomatic iron, Type: Iron oxide gold"
334532,Tomingley,"Tomingley, Tomingley Gold Project",NSW,148.2067,-32.5848,500,operating mine,Au,,Gold,Alkane Resources Limited,http://www.alkane.com.au/,Lachlan Orogen,Paleozoic,
334534,Macey Hill,,WA,121.7552,-28.9881,100,mineral deposit,"Ni, Co",,"Nickel, Cobalt",GME Resources Limited,http://www.gmeresources.com.au,"Yilgarn Craton, Eastern Goldfields Province",Cenozoic,
334535,Teddy Bear,,WA,119.6081,-32.1123,999,historic mine,Au,,Gold,Convergent Minerals Limited,http://www.convergentminerals.com/,Yilgarn Craton,,
334536,Emily,,QLD,145.1922,-16.9899,250,mineral deposit,Au,,Gold,Republic Gold Ltd.,http://www.republicgold.com.au,Mossman Orogen,,
334537,Long,,WA,121.6775,-31.1785,250,operating mine,"Ni, Co","Cu, PGE","Nickel, (Copper, Cobalt, Platinum group elements)",MIncor Resources NL,http://www.mincor.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,"Environment: Magmatic, Group: Komatiite, Type: Komatiite nickel-copper-PGE"
334539,Hassell Beach,,WA,118.416,-34.7737,999,mineral deposit,"Zrn, Ilm",Rt,"Zircon, Ilmenite, (Rutile)",Tronox Limited,http://www.tronox.com,,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
334540,Three Mile Hill Project,Three Mile Hill Project,WA,121.1984,-30.927,999,historic mine,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334541,Coyote,Western Tanami Project,WA,128.8319,-19.8989,500,care and maintenance,Au,,Gold,Black Cat Syndicate ltd,http://www.blackcatsyndicate.com.au,Tanami Orogen,Proterozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334542,Stormont,,TAS,146.037,-41.4978,500,mineral deposit,Au,"Ag, Bi","Gold, (Silver, Bismuth)","Frontier Resources Limited, Torque Mining Limited, BCD Resources NL","http://www.frontierresouce.com.au/, http://www.torquemining.com.au/, http://www.bcdresources.com.au/",Delamerian Orogen,,"Environment: Magmatic hydrothermal, Group: Skarn, Type: Skarn gold ± copper ± tungsten"
334544,Keysbrook,,WA,115.9419,-32.4573,5,operating mine,"Ilm, Zrn, Leu, Rt, Ti",,"Ilmenite, Zircon, Leucoxene, Rutile, Titanium",Doral Mineral Sands Pty Ltd,https://www.doral.com.au/,Perth Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
334545,Dry River South,,QLD,144.689,-18.7904,500,mineral deposit,"Zn, Pb, Cu","Ag, Au","Zinc, Lead, Copper, (Silver, Gold)",Consolidated Tin Mines,http://www.consolidatedtinmines.com.au,"Balcooma Base Metal Metallogenic Province, Georgetown Block, Greenvale Province, Balcooma Subprovince",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal felsic VMS"
334548,Golden Crown,Kimberley Project,WA,127.8458,-18.3237,999,mineral deposit,Au,,Gold,"Win Metals, Meteoric Resources NL","https://winmetals.com.au/site/projects/mineral-resources, http://www.meteoric.com.au/",,Proterozoic,
334549,Vivien,Vivien Project Agnew,WA,120.5685,-27.9765,5,operating mine,Au,,Gold,Gorilla Gold Mines Limited,https://gorillagold8.com/,Yilgarn Craton,Archean,
334550,Prospect Ridge Magnesite,Arthur River,TAS,145.45,-41.177,2000,mineral deposit,"Mgs, MgO",,"Magnesite, Magnesia (magnesium oxide)","Dynamic Metals Ltd, GWR Group Ltd","https://dynamicmetals.com.au/, http://gwrgroup.com.au/",Rocky Cape Block,Neoproterozoic,
334551,Fortnum - 2003 (Perilya),"Callies, Treus, Yarlarweelor",WA,118.3544,-25.3202,500,historic mine,Au,,Gold,Perilya Limited,http://www.perilya.com.au/,Bryah Basin,Proterozoic,
334552,Frasers,Southern Cross Operations,WA,119.3312,-31.237,500,care and maintenance,Au,,Gold,"Shandong Tianye Real Estate, China Hanking Holdings Limited","http://www.sdtianye.com, http://www.hankingmining.com/?lang=en","Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334553,Morgans North,Mount Morgans Gold Project,WA,122.0615,-28.7576,500,mineral deposit,Au,,Gold,Dacian Gold Limited,http://daciangold.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,
334555,"Peak Hill (Cu, Au)",,NSW,148.1971,-32.7214,200,historic mine,"Au, Cu",,"Gold, Copper",Alkane Resources Limited,http://www.alkane.com.au/,"Lachlan Orogen, Lachlan Orogen, Macquarie Igneous Province, Junee - Narromine Igneous Subprovince",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Orogenic copper ± gold"
334557,Kintore,Kunanalling Project; Cement Leases,WA,121.0303,-30.6017,500,historic mine,Au,,Gold,Phoenix Gold Limited,http://www.phoenixgold.com.au/,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",Archean,
334559,Windimurra (Atlantic),Wagoo Hills,WA,118.53,-28.2916,999,care and maintenance,"V, Fe, Rt, Ti, V2O5, PGE, Cr",FeOre,"Vanadium, Iron, Rutile, Titanium, Vanadium pentoxide, Platinum group elements, Chromium, (Iron ore)",Atlantic Limited,http://atlanticltd.com.au/,"Yilgarn Craton, Southern Cross Province, Windimurra Vanadium Metallogenic Province",Archean,"Environment: Magmatic, Group: Ultramafic and (or) mafic-layered intrusion, Type: U-M layered intrusion iron-titanium-vanadium"
334562,Mount Arthur South,,NSW,150.8504,-32.4074,2000,mineral deposit,Cbl,,Coal - black,Caltex,http://www.caltex.com.au,Sydney Basin,,
334568,Sulphur Springs,"Panorama Project, Pilbara Copper-Zinc Project",WA,119.2055,-21.147,10,feasibility,"Cu, Zn, Pb","Ag, Au","Copper, Zinc, (Silver, Lead, Gold)",Develop Global Ltd,https://develop.com.au/,"Pilbara Craton, Sulphur Springs Base Metal Metallogenic Province",Archean,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal-mafic VMS"
334569,Big Rush,"Big Rush Group, Golden Ant Project",QLD,144.7585,-19.4096,250,historic mine,Au,,Gold,Great Northern Minerals Limited,https://www.greatnorthernminerals.com.au/,"Lachlan Orogen, Camel Creek Metallogenic Province",Paleozoic,
334572,Horseshoe Lights Mine,Horseshoe Lights Project,WA,118.6213,-25.3617,500,mineral deposit,Cu,"Au, Ag","Copper, (Gold, Silver)",Horseshoe Metals Limited,http://www.horseshoemetals.com.au/,"Yilgarn Craton, Bryah Basin",Proterozoic,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal-mafic VMS"
334573,Carlinga Well,,WA,115.8943,-28.0102,100,mineral deposit,Au,,Gold,Atlas Iron Ltd,http://www.atlasiron.com.au,Yilgarn Craton,,
334574,Brunswick,"Brunswick Open Pit, Brunswick Shaft, Brunswick South, Costerfield Project",VIC,144.7912,-36.8869,500,historic mine,"Au, Sb",,"Gold, Antimony",Mandalay Resources Corporation,http://www.mandalayresources.com/,Lachlan Orogen,,
334576,Walsh,Binduli Project,WA,121.398,-30.8101,500,mineral deposit,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited","http://www.zjky.cn, http://www.nortongoldfields.com.au/","Yilgarn Craton, Eastern Goldfields Province",Archean,
334577,Jubilee Plunger,,QLD,143.6951,-18.8395,999,mineral deposit,Au,,Gold,Savannah Goldfields Limited,,"Etheridge Province, Pama Igneous Province",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334578,Penny West,,WA,118.8079,-28.8512,100,mineral deposit,Au,,Gold,Ramelius Resources Limited,http://www.rameliusresources.com.au/,Yilgarn Craton,,
334580,Awaba,Awaba State,NSW,151.5492,-33.0264,999,closed,Cbl,,Coal - black,"Banpu Public Company Limited, Centennial Coal Co Ltd","http://www.banpu.com/en_index.php, http://www.centennialcoal.com.au",Sydney Basin,,
335558,Scotia,,WA,121.7923,-32.4679,100,mineral deposit,Au,,Gold,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",Archean,
467220,Aubils,Yerilla,WA,121.8736,-29.2541,100,mineral deposit,"Co, Ni",,"Cobalt, Nickel",,,Yilgarn Craton,,
333439,Zakanaka,,WA,118.9017,-21.0893,100,mineral deposit,Au,,Gold,,,Pilbara Craton,,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334543,Ora Banda,Also known as Siberia (WMC) ( Deposit no 2459),WA,120.9966,-30.2363,100,mineral deposit,"Ni, Co, Au",,"Nickel, Cobalt, Gold",,,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",Cenozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334312,Blinman,,SA,138.8456,-31.0894,1000,historic mine,Mn,MnOre,"Manganese, (Manganese ore)",,,Delamerian Orogen,,
334008,Comanche,,WA,121.3992,-30.8439,10,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
455987,Union,,QLD,143.7629,-18.9932,999,historic mine,Au,,Gold,,,,,
335046,Malcolm Creek,,SA,138.8347,-34.7456,999,mineral deposit,Fe,,Iron,,,Delamerian Orogen,,
529427,Black Snake,,NT,134.3324,-19.6783,999,mineral deposit,Au,,Gold,,,Warramunga Province,,"Environment: unknown, Group: unknown, Type: unknown"
333782,Paris,,WA,121.9748,-31.5861,100,historic mine,"Ag, Pb","Cu, Au","Silver, Lead, (Copper, Gold)",,,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",Archean,
334288,Jarrahdale,,WA,116.074,-32.2716,2000,historic mine,"Bx, Al2O3",,"Bauxite, Alumina",,,"Yilgarn Craton, Southwest Terrane, Western Gneiss Terrane",Cenozoic,"Environment: Supergene, Group: Laterite, Type: Bauxite"
334452,Scotia - Broad Arrow,,WA,121.2741,-30.1989,10,historic mine,"Co, Ni",,"Cobalt, Nickel",,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,"Environment: Magmatic, Group: Komatiite, Type: Komatiite nickel-copper-PGE"
334060,New North Clunes,,VIC,143.7866,-37.2501,2002,historic mine,Au,,Gold,,,Lachlan Orogen,Paleozoic,
627207,Zorb Fe,,WA,116.965,-22.4911,500,mineral deposit,"Fe, FeOre",,"Iron, Iron ore",,,,,
334116,Caledonia,,QLD,148.8677,-23.4454,999,mineral deposit,Cbl,,Coal - black,,,Bowen Basin,,
334404,Chunderloo,,WA,118.3657,-26.7069,999,mineral deposit,"Cu, Au",,"Copper, Gold",,,"Yilgarn Craton, Murchison Province",Archean,
335644,Balcanoona,,SA,139.3,-30.5271,2000,mineral deposit,"Mgs, MgO",,"Magnesite, Magnesia (magnesium oxide)",,,Delamerian Orogen,Neoproterozoic,
335346,Ocean Beach (IA),,TAS,145.2704,-42.1376,1000,mineral deposit,"Rt, Zrn, Ilm",,"Rutile, Zircon, Ilmenite",,,,,
333389,Spargoville (KalNorth),Spargos Reward,WA,121.466,-31.2304,2000,historic mine,Au,,Gold,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province",Archean,
334387,Mount O'Connor,Mt O'Connor,QLD,138.3112,-18.6506,100,mineral deposit,"Phos, P, P2O5",,"Phosphate, Phosphorus, Phosphorus oxide",,,Georgina Basin,,"Environment: Basin chemical, Group: Phosphorite, Type: Phosphorite"
558359,Billeroo Uranium,,SA,139.9082,-31.9346,200,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",,,Curnamona Province,,
513047,Bollard,Tuckanarra Project,WA,118.0985,-27.1098,500,historic mine,Au,,Gold,,,Yilgarn Craton,Archean,
335131,Vulcan,,QLD,145.1962,-17.4238,250,historic mine,Sn,,Tin,,,Hodgkinson Province,,"Environment: Magmatic hydrothermal, Group: Vein, Type: Vein tin"
335627,Busselton Blum,,WA,115.3766,-33.665,999,historic mine,"Ilm, Zrn, Leu, Rt",,"Ilmenite, Zircon, Leucoxene, Rutile",,,,,
335999,Magpie,,QLD,140.422,-20.73,2000,historic mine,"Zn, Cu, Au, Ag, Pb",,"Zinc, Copper, Gold, Silver, Lead",,,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,
333973,Gundagai,,NSW,148.116,-35.0629,2000,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Nerrigundah",,
568113,Theseus,,WA,128.6514,-22.7131,25,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",,,,,
333332,Canyon,,NSW,150.2764,-33.5361,999,closed,Cbl,,Coal - black,,,Sydney Basin,,
335880,Tingha (Hannams),,NSW,151.2011,-29.9783,500,historic mine,Sn,,Tin,,,New England Orogen,,
336192,Block Creek,,QLD,150.1011,-22.6984,100,mineral deposit,Osh,,Oil shale,,,,,
333881,Hopes Hill,"Corinthia, Southern Cross",WA,119.4362,-31.3537,100,historic mine,Au,,Gold,,,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province",Archean,
334342,Lake Ned,,WA,119.7468,-32.4585,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
335388,Hoskins,,NSW,148.1249,-33.8962,100,historic mine,Mn,,Manganese,,,"Lachlan Orogen, Lachlan Orogen",,
335005,Cowell,,SA,136.9378,-33.4798,100,operating mine,Jade,,Jade,,,Gawler Craton,Proterozoic,
334315,Skull Springs,,WA,120.9847,-21.8626,100,historic mine,Mn,MnOre,"Manganese, (Manganese ore)",,,,,
547724,Buckland Hills,,WA,119.3151,-22.7328,1000,under development,"Fe, FeOre",,"Iron, Iron ore",,,Pilbara Craton,,
333563,A248,now included with Appin,NSW,150.76,-34.1169,999,mineral deposit,Cbl,,Coal - black,,,Sydney Basin,,
467252,Twin,,NT,132.025,-13.5764,,mineral deposit,"U3O8, U",,"Uranium oxide, Uranium",,,Pine Creek Orogen,Proterozoic,
334314,Torrington,,NSW,151.6511,-29.2619,999,mineral deposit,"F, Toz",,"Fluorine, Topaz",,,New England Orogen,,"Environment: unknown, Group: unknown, Type: unknown"
334327,Ewan,,QLD,145.7841,-19.1785,500,historic mine,Sn,,Tin,,,,,
334463,Dittmer,,QLD,148.4,-20.4469,2000,historic mine,Au,,Gold,,,New England Orogen,,
574043,Bilanoo (China First Iron Ore),,WA,116.1597,-21.3639,1000,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",,,,,
887517,Stockpiles,,,120.0997,-23.7646,,mineral deposit,Au,,Gold,,,,,
333897,Mount Frosty,,QLD,139.9222,-20.7786,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
557735,Grice (Simto),,WA,115.4139,-33.6705,500,mineral deposit,"Ilm, Zrn","Rt, Leu","Ilmenite, Zircon, (Rutile, Leucoxene)",,,,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
870366,Swagman,,,139.0452,-19.7731,50,mineral deposit,Cu,,Copper,,,,,
334485,Bobby Rod,,QLD,140.0402,-20.9656,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Quamby-Malbon Zone",Proterozoic,
334556,Princess May,,WA,121.054,-29.7472,50,historic mine,Au,,Gold,,,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",Archean,
449181,Viola,,WA,121.8217,-29.4821,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
334214,Iron Island,,QLD,150.1677,-21.9787,999,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",,,New England Orogen,,
335391,Munga Creek,,NSW,152.6831,-30.9334,100,historic mine,Sb,,Antimony,,,New England Orogen,,
335015,Egerton Goldfield,Gordon,VIC,144.2973,-37.4534,100,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province, Bendigo Zone",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
516433,Chakola,,NSW,149.1864,-36.1015,999,historic mine,"Zn, Cu, Ag, Au, Pb",,"Zinc, Copper, Silver, Gold, Lead",,,Lachlan Orogen,,
526257,Anketell,,WA,118.7202,-28.0138,5,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",,,,,
362742,East Cooee,,WA,121.7889,-31.3444,100,mineral deposit,"Ni, Co",,"Nickel, Cobalt",,,Yilgarn Craton,,
333724,Copeton,,NSW,151.0344,-29.9119,999,mineral deposit,"Dmd, Dmdi, Dmdg",,"Diamond - undifferentiated, Diamond - industrial, Diamond - gem and cheap gem",,,,,
335827,Blind Pew,,NSW,142.6757,-33.7111,1000,mineral deposit,"Rt, Ilm, Zrn, Leu",,"Rutile, Ilmenite, Zircon, Leucoxene",,,Murray Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
550573,Balladonia West,,WA,122.5765,-32.096,999,mineral deposit,Cbr,,Coal - brown,,,Eucla Basin,,
333538,Surveyors Creek,,VIC,148.0552,-36.4404,500,historic mine,"SnO2, Sn",,"Tin oxide/cassiterite, Tin",,,Lachlan Orogen,,
333399,Gilmore,Woepen,QLD,144.9277,-17.5319,100,historic mine,Sn,,Tin,,,Hodgkinson Province,,
334462,Black Rock,,QLD,139.4782,-20.7216,2000,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Leichhardt River Fault Trough",Proterozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Orogenic copper ± gold"
861600,Bowerbird,,,119.9602,-26.7118,,mineral deposit,Au,,Gold,,,,,
449179,Yerilla Central,,WA,121.8206,-29.4828,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
467789,Varischetti,,WA,121.2397,-30.5446,999,historic mine,Au,,Gold,,,Yilgarn Craton,,
335798,Tarawi South,,NSW,141.1843,-33.4737,10,mineral deposit,"Zrn, Rt","Ilm, Leu","Zircon, Rutile, (Ilmenite, Leucoxene)",,,Murray Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
570031,Yamba,,NSW,153.3629,-29.4336,,mineral deposit,"Mnsd, Ilm, Leu, Zrn, Rt",,"Mineral sands, Ilmenite, Leucoxene, Zircon, Rutile",,,,,
574040,China First Iron Ore (Resourcehouse),,WA,116.1521,-21.0145,500,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",,,,,
334360,Lady Ella,,QLD,140.4801,-21.5767,10,mineral deposit,"Au, Cu",,"Gold, Copper",,,Mount Isa Orogen,Proterozoic,"Environment: Regional metasomatic, Group: IOCG"
336048,Warwick Castle,,QLD,139.8962,-19.9036,100,historic mine,"Au, Cu",,"Gold, Copper",,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
430643,Wonthaggi,,VIC,145.589,-38.609,999,historic mine,Cbl,,Coal - black,,,Gippsland Basin,,
336148,Dome Rock,,SA,140.5782,-31.8956,999,mineral deposit,Cu,,Copper,,,Curnamona Province,Proterozoic,
464621,Mount Carnage,Black Range,WA,120.9607,-30.356,,mineral deposit,"Co, Ni",,"Cobalt, Nickel",,,Yilgarn Craton,,
335045,Port Macquarie,,NSW,152.9177,-31.4452,999,mineral deposit,Fe,,Iron,,,New England Orogen,,
518035,Telegraph Line,,WA,121.7903,-32.3476,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
333313,Even Steven,,QLD,140.0142,-20.9006,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,
336183,Perponda,,SA,139.9477,-35.0536,999,mineral deposit,"Zrn, Ilm, Rt",,"Zircon, Ilmenite, Rutile",,,Murray Basin,,
336265,Jerrara Creek,,NSW,149.9003,-34.8062,100,mineral deposit,Fe,,Iron,,,Lachlan Orogen,,
334697,Paddy's West,,WA,118.3667,-27.1025,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
335895,Spring Mountain,,QLD,152.8632,-27.6886,999,closed,Cbl,,Coal - black,,,Ipswich Basin,Mesozoic,
