Ticker,Name,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees:Y,Sec Type,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm,CIE_DES_BULK
CCU AU Equity,COBAR CONSOLIDATED RESOURCES,,0,85630112,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Cobar Consolidated Resources Limited is a mineral exploration and productioncompany. The Company explores for zinc, lead, copper, and gold."
CBE AU Equity,COBRE LTD,27933566.98,758601,31505590,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Cobre Limited provides construction materials. The Company offers stone andother related products. Cobre serves customers in Australia.
COD AU Equity,CODA MINERALS LTD,31244369.75,0,22243132,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Coda Minerals Ltd operates as an exploration company. The Company focuses onexploration, discovery, and development of minerals in the base metals, preciousmetals, and battery minerals sector. Coda Minerals serves customers worldwide."
CDR AU Equity,CODRUS MINERALS LTD,5581828.233,367496,2368866,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Codrus Minerals Limited provides mining services. The Company focuses onexploring gold projects in Western Australia and Oregon, USA."
CKA AU Equity,COKAL LTD,32368469.4,0,44970024,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Metallurgical Coal, ,Cokal Ltd. explores for and produces coking coal. The Company operates inIndonesia and Tanzania.
CKE AU Equity,COKE RESOURCES LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,"Coke Resources Limited is an exploration company. The Company acquires,explores and develops properties for coal, precious metals and other naturalresources."
CRL AU Equity,COMET RESOURCES LTD,,0,4375213,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Comet Resources Limited is an exploration company which has interests in theoperations of mining projects in Australia. The Company's exploration projectsinclude the Blanche Project and the King Project in Western Australia.
0740396D AU Equity,COMET VALE GOLD MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Comet Vale Gold Mine explores and mines gold deposits. The Company provides itsservices in Australia.
CMR AU Equity,COMPASS RESOURCES LTD,,0,35320000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Compass Resources Ltd. is an exploration and development company withinterests in base metals, gold and uranium projects. The Company's coreactivities are focused on the Rum Jungle mineral field in the NorthernTerritory of Australia."
CDB AU Equity,CONDOR BLANCO MINES LTD,,0,23060,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Condor Blanco Mines Ltd. invests in mining and exploration opportunities inChile, South America. The Company's epithermal gold-silver and copper-goldprojects are located to the west of the major mining city of Copiapo in northernChile."
CNJ AU Equity,CONICO LTD,1088582.808,0,3472942,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Conico Ltd is a mineral exploration company. The Company acquires, explores,and develops cobalt, nickel, and manganese oxide deposits. Conico servescustomers in Australia."
CML AU Equity,CONNECTED MINERALS LTD,5660020.44,902645,1256178,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Uranium, ,Connected Minerals Limited is a junior mineral exploration company. The Companyfocuses on the exploration and development of its portfolio of uranium projectsin Namibia and multi commodity assets in Western Australia.
CQT AU Equity,CONQUEST MINING PTY LTD,,53387966,,601,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Conquest Mining Pty Ltd operates as a mineral exploration and developmentcompany. The Company focuses on gold, base metals, diamonds, and preciousmetals."
CGI AU Equity,CONSOLIDATED GLOBAL INVESTME,,0,100997,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Consolidated Global Investments Limited is a gold and nickel explorationcompany.
0813877D AU Equity,CONSOLIDATED MINERALS AUSTRA,,,,517,Private Comp,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Consolidated Minerals Australia Pty Ltd was founded in 2007. The company's lineof business includes holding or owning securities of companies other than banks.
0511401D AU Equity,CONSOLIDATED MINERALS HOLDIN,,,,517,Private Comp,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Consolidated Minerals Holdings (Australia) Pty. Ltd. operates as a holdingcompany. The Company, through its subsidiaries, engages in the exploration,mining, processing, and sale of manganese, chromite, and iron ores."
1864793D AU Equity,CONSOLIDATED MINERALS PTY,,,,1236,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Consolidated Minerals Pty Limited provides exploration services. The Companyoffers exploration, mining, processing, and sale of manganese. ConsolidatedMinerals serves clients worldwide."
CRT AU Equity,CONSOLIDATED RUTILE LTD,,,,1600,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Consolidated Rutile Limited provides mineral mining services. The Companyproduces ilmenite and rutile minerals, which are used in the manufacture ofpaint pigments, protective coatings, titanium metal, and welding electrodes.Consolidated Rutile operates on the east coast of Australia."
CR1 AU Equity,CONSTELLATION RESOURCES LTD,10451278.37,0,2681321,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Constellation Resources Limited operates as a diversified mineral explorationcompany. The Company explores and produces nickel, copper, and gold.Constellation Resources serves clients in Australia."
CCC AU Equity,CONTINENTAL COAL LTD,,0,65101000,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,Continental Coal Ltd is a South African coal producer with a portfolio ofproducing and advancing projects in South Africa's coalfields.
0741753D AU Equity,COOGEE GOLD DEPOSIT,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"The Coogee gold project is located 56km SE of Kalgoorlie, WA, Australia, in thecenter of the Eastern Goldfields. It is an open pit mine accessing high gradegold containing ore primarily within a dacitic unit. It is accessible via agraded road from Kalgoorlie to Mount Monger."
CM1 AU Equity,COOLGARDIE MINERALS LTD,,0,262238,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Coolgardie Minerals Limited provides mining and exploration services. TheCompany focuses on gold, nickel, lithium, and other minerals. CoolgardieMinerals serves customers in Australia."
CPM AU Equity,COOPER METALS LTD,4152849.45,126342,11557639,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,Cooper Metals Limited operates as a mineral exploration company. The Companyfocuses on discovery of copper and gold projects. Cooper Metals servescustomers in Australia.
CSE AU Equity,COPPER STRIKE LTD,,0,4521198,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,"Copper Strike Limited is a mineral exploration and production company. TheCompany owns interests in various exploration properties, including copper,gold, and other polymetallic properties, with an emphasis on copper andcopper-gold properties."
CUO AU Equity,COPPERCO LTD,,81788675,263305392,164,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"CopperCo Limited is a copper exploration and mining company operating inAustralia near Mt Isa in Western Queensland.  The Company also holds tenementsprospective for gold, gold-copper, nickel-cobalt and zinc-lead-silver."
COY AU Equity,COPPERMOLY LTD,10591889.15,0,3373001,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,Coppermoly Limited explores for and mines copper and molybdenum in Papua NewGuinea.
CZN AU Equity,CORAZON MINING LTD,3703716.768,0,15660079,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Corazon Mining Limited is a mineral exploration company. The Companyexplores and develops cobalt sulphide. Corazon Mining serves customersworldwide.
CR3 AU Equity,CORE ENERGY MINERALS LTD,4610164.009,0,3654669,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Core Energy Minerals Ltd provides exploration and mining services. The Companyexplores and develops gold, nickel, uranium, and rare earth projects. CoreEnergy Minerals serves customers worldwide."
CXO AU Equity,CORE LITHIUM LTD,242108072.8,189494000,323958016,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium,Core Lithium Ltd operates as a mineral exploration company. The Companyexplores and mines finniss lithium resources. Core Lithium serves customers inAustralia.
CR9 AU Equity,CORELLA RESOURCES LTD,4030279.1,0,3703729,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Corella Resources Ltd provides exploration and mining services. The Companyexplores and develops kaolin and silica projects located in the Yilgarn Cratonregion of Western Australia. Corella Resources serves customers worldwide.
0154631D CN Equity,CORONA MINERALS LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Corona Minerals Ltd. is a junior mineral exploration company. The Company isfocused primarily on the exploration, discovery and development of basemetals and gold on mineral properties in Tasmania, Australia."
CNA AU Equity,CORONA RESOURCES LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Corona Resources Limited operates as a mineral exploration company. TheCompany focuses primarily on the exploration, discovery, and development ofmineral properties which includes gold, zinc, silver, and lead. CoronaResources serves mining industry in Australia."
CRN AU Equity,CORONADO GLOBAL RESOURCE-CDI,544847462.3,2507713000,2517752064,1951,CDI,Materials,Materials,Metals & Mining,Coal Mining,Metallurgical Coal, ,"Coronado Global Resources Inc. manufactures steel-based products, includingrenewable energy infrastructure. The Company produces and developsmetallurgical coal portfolios. Coronado Global Resources serves customersworldwide."
CRC AU Equity,CORTONA RESOURCES LTD,,0,37932116,14,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Cortona Resources Ltd. explores for and produces gold.  The Company operates inWestern Australia.
CSM AU Equity,COSMO GOLD LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Cosmo Gold Limited provides exploration and mining services. The Companyexplores and develops gold projects. Cosmo Gold serves customersworldwide.
CMO AU Equity,COSMO METALS LTD,7531971.184,0,12089147,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Cosmo Metals Limited operates as a mineral exploration company. The Companydevelops, explores, and mines copper, nickel, and cobalt projects. Cosmo Metalsserves clients in Australia."
C1X AU Equity,COSMOS EXPLORATION LTD,8351928.354,0,6333215,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Cosmos Exploration Limited provides exploration and mining services. The Companyexplores and develops nickel, copper, and gold projects. Cosmos Explorationserves customers worldwide."
0739327D AU Equity,COSMOS NICKEL MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc", ,The Cosmos nickel mine is an underground operation located 680km NE of Perth inWestern Australia. The nickel mineralisation is ultramafic-hosted disseminatedand massive sulphides. The project has processing facilities and transportinfrastructure on-site.
CGM AU Equity,COUGAR METALS NL,,0,62621,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Cougar Metals NL is a gold exploration company with exploration activities inWestern Australia and Brazil.  The Company also has nickel and base metalexploration projects.
CCJ AU Equity,COUNTY INTERNATIONAL LTD,,0,122206,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,County International Limited operates as a coal exploration company. The Companyexplores and develops properties for thermal coal resources. CountyInternational operates worldwide.
3096905Q AU Equity,COVE MINING NL,,,12375000,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Cove Mining NL acquires, explores for and produces minerals, including zinc,copper and gold from mining projects in Western Australia.  The Company's pro-jects include the Mt. Farmer, Orient North, Lake Austin and the Gondwana Re-sources Marda Project."
CVY AU Equity,COVENTRY RESOURCES LTD,,0,30029466,18,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Coventry Resources Limited is a mineral exploration and development company.The Company is focused on acquiring, exploring and advancing mineral projectsin Ontario, Canada.  Coventry primary asset is the Ardeen Gold Project, agold deposit in the Shebandowan Greenstone Belt."
0694543D AU Equity,COWAL GOLD MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"The Cowal gold mine is located 40km NE of West Wyalong on the W side of LakeCowel in central NSW, Australia, approximately 250km W of Sydney. It is an openpit mining complex accessing gold mineralisation associated with the CowalFault from three deposits the E41, E42, and E46 hosted in Ordovician volcanicrocks."
1000Q AU Equity,CRA LIMITED (PRE-MERGER),,5810799805,9004199936,17831,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,To see post-merger data please refer to ticker RIO AU.
CGN AU Equity,CRATER GOLD MINING LTD,,0,1670865,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Crater Gold Mining Limited is an exploration company. The Company acquires,explores and develop properties for gold in Australia and Papua New Guinea."
CRHL LN Equity,CREAT RESOURCES HOLDINGS LTD,,11769,2861641,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Creat Resources Holdings Limited operates as a holding company. The Company,through its subsidiaries, explores, mines, and produces zinc, lead, and silverdeposits. Creat Resources Holdings serves its clients in Australia."
2976617Z AU Equity,CRISTAL AUSTRALIA PTY LTD,,,,310,Private Comp,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Cristal Australia Pty. Ltd. was founded in 2002. The Company's line of businessincludes holding or owning securities of companies other than banks.
CRI AU Equity,CRITICA LTD,56661825.28,187318,3404405,,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,Critica Limited holds a portfolio of mineral resource projects. The Companyspecializes in discovering and developing critical mineral deposits to feeddemand for the minerals that are vital to modern technology and the greenenergy transition. Critica operates in Australia.
CMG AU Equity,CRITICAL MINERALS GROUP LTD,14034376.27,0,3823932,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,"Critical Minerals Group Limited operates as a mineral exploration company. TheCompany focuses acquiring, developing and producing copper, vanadium, and othermineral deposits essential for a renewable and sustainable future. CriticalMinerals Group serves customers in Australia."
CRR AU Equity,CRITICAL RESOURCES LTD,22160683.56,0,37581056,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Critical Resources Limited provides exploration and mining services. The Companyexplores and develops copper and gold projects. Critical Resources servescustomers worldwide.
6047950Z AU Equity,CROSSLANDS RESOURCES PTY LTD,,,,,Private Comp,Materials,Materials,Metals & Mining,Coal Mining,Metallurgical Coal, ,Crosslands Resources Pty Ltd operates as a mining company.
1559033D AU Equity,CROWN DIAMONDS PTY LTD,,,,1538,Private Comp,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Precious Stone Mining, ,"Crown Diamonds NL explores for and produces diamonds in South Africa.  TheCompany's projects include the Messina, Star, and Helam Diamond Mines."
CDU AU Equity,CUDECO LTD,,79608000,308868000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"CuDeco Limited is a mineral exploration company. The Company mines for copper,diamonds and uranium in Australia."
CUD AU Equity,CUDGEN R.Z. LIMITED,,,115078000,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Cudgen R.Z. Limited, through its interest in Consolidated Rutile Ltd., exploresfor mineral sands such as rutile, ilmenite, titanium and zircon from it opera-tions at North Stradbroke Island which are used for the manufacturing of ceramictiles and paint pigments."
CQC AU Equity,CUESTA COAL LTD,,0,69011000,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,Huaxin Energy (Aust) Pty Ltd conducts coal operation.
CUF AU Equity,CUFE LTD,14812323.52,96133892,34486648,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"CuFe Limited provides exploration and mining services. The Company explores anddevelops iron ore, copper, and gold projects. CuFe serves customers worldwide."
CUL AU Equity,CULLEN RESOURCES LTD,4853812.943,114368,4865393,1,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Cullen Resources Limited is a gold and nickel exploration and production companywith exploration activities located in Western Australia, New South Wales andQueensland."
CPO AU Equity,CULPEO MINERALS LTD,7809933.345,7397,5050568,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Culpeo Minerals Limited operates as a copper exploration and developmentcompany. The Company focuses on the copper-gold discoveries in Chile.
CMK AU Equity,CUMNOCK COAL LIMITED,,,,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,"Cumnock Coal Limited is a coal mining company which operates the Cumnock No. 1Colliery located in Hunter Valley, New South Wales.  The Company produces anddistributes coal and soft coking coal product in Australia and to export marketsin Asia and South Africa.  The Company also has an interest in the RavensworthCoal Terminal joint venture."
1837613D AU Equity,CUPRIC PTY LTD,,206428000,161898000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,Aditya Birla Minerals Ltd. mines copper.  The Company produces and marketscopper concentrate and cathodes.
0842884D AU Equity,CURRAGH COAL MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,#N/A N/A
CLE AU Equity,CYCLONE METALS LTD,67382395.84,0,12111976,,Common Stock,Materials,Materials,Metals & Mining,Iron,Iron Ore Mining, ,Cyclone Metals Limited operates as an exploration and development company. TheCompany explores for iron ore in the Cape Lambert region of Western Australia.
CY5 AU Equity,CYGNUS METALS LTD,106442496.8,2536814,78875456,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium,"Cygnus Metals Limited is a diversified critical minerals explorer. The Companyfocuses on exploration and discovery lithium, as well as gold, nickel, copper,and platinum group elements. Cygnus Metals serves customers in Canada andWestern Australia."
CYM AU Equity,CYPRIUM METALS LTD,75025060.1,0,182928992,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper, ,Cyprium Metals Limited operates as a minerals exploration company. The Companymanages a portfolio of Australian copper projects.
CZR AU Equity,CZR RESOURCES LTD,64236002.13,0,42642720,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,CZR Resources Ltd operates as a mining company. The Company explores and minesbase metals and energy resources. CZR Resources serves customers in Australia.
DAL AU Equity,DALAROO METALS LTD,14540844.23,1115096,1469632,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Dalaroo Metals Ltd provides exploration and mining services. The Companyexplores and develops base metal projects. Dalaroo Metals serves customersworldwide.
0696414D AU Equity,DALGARANGA GOLD MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals, , ,The Dalgaranga gold deposits are located approximately 70km northwest of MtMagnet in the Murchison gold mining region of Western Australia. Open pitmineralization associated with quartz-pyrite-carbonate veins is associated withthe area. The deposits can be accessed via a 70km road from Mt Magnet.
1700063D AU Equity,DALRYMPLE RESOURCES NL,,458795.011,21537812,3,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Dalrymple Resources NL explores for and produces gold and base metals inAustralia.  The Company's exploration tenements include Wildara, Mt Cliffordand Lehmanns Well."
DNS AU Equity,DANAE RESOURCES NL,,,27802850,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Danae Resources NL is principally involved in mineral exploration and inUzbekistan and Kazakhzstan focusing on the Vostok and Zarmitan projects.  TheCompany explores for gold, copper and silver.  Danae also has interests inresource companies."
DNK AU Equity,DANAKALI LTD,,0,31592714,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,"Potash, Soda, Borate",Danakali Limited offers mining services. The Company engages in the explorationand evaluation of mineral resources. Danakali serves customers worldwide.
DTM AU Equity,DART MINING NL,3436315.41,298234,21333936,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Dart Mining NL is a mineral exploration and production company. The Company isactive in the exploration and development of gold, molybdenum, copper andlithium projects at the southern end of the lachlan fold belt geologicalstructure. Dart Mining serves customers in Australia."
0626845D AU Equity,DARTBROOK COAL MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,"The Dartbrook coal mine is located in the upper Hunter Valley 10km N ofMuswellbrook, NSW, Australia. It is an open cut mine which produces thermal andpulverised coal injection (PCI) coal for export."
DTR AU Equity,DATELINE RESOURCES LTD,872926204.3,0,10028995,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,"Dateline Resources Limited is an Australian gold and rare earth explorationcompany. The Company's Principal Activities are focused on operation of the GoldLinks Gold Mine in Colorado, as well as gold and rare earth exploration at theColosseum Project in California."
0626811D AU Equity,DAWSON CENTRAL MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals, , ,#N/A N/A
DYL AU Equity,DEEP YELLOW LTD,1809961822,3881608,625079168,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Uranium, ,Deep Yellow Limited is an advanced stage uranium exploration company progressingits core Namibian projects.
DGM AU Equity,DEEPGREEN MINERALS CORP PTY,,,,8,Common Stock,Materials,Materials,Metals & Mining,Coal Mining, , ,"Deepgreen Minerals Corporation Proprietary Limited activities include coalreclamation and the licensing of coal reclamation technology. The Companyinvests in other companies, primarily in the coal and resource industries,along with projects in Canada, Bangladesh and Australia."
DGD AU Equity,DELTA GOLD LTD,,310097992,383884000,543,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Delta Gold Limited is a gold mining and exploration company.  The Company'sprincipal operations include the Kanowna Belle, Granny Smith and Golden Feathergold mines in Western Australia.  Delta Gold also owns 21% of Zimplats, whichhas platinum group metals projects in Zimbabwe."
DLI AU Equity,DELTA LITHIUM LTD,121929404.6,1673143,249592464,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium,Delta Lithium Limited operates as an exploration and development company. TheCompany focuses developing and exploring lithium-bearing pegmatite and golddeposits located in Western Australia. Delta Lithium serves customersworldwide.
DSB AU Equity,DELTA SBD LTD,,70413000,33818000,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,"Delta SBD Limited is a contracting company that serves the Australianunderground coal mining industry. The Company's services include whole mineoperations, longwall relocations and support, roadway development, conveyorinstalltions and maintenance, excavation, plant hire and maintenance, andsupplementary labor."
2067349D AU Equity,DEMETALLICA LTD/DUP,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Demetallica Limited provides exploration and mining services. The Companyexplores and develops poly element mineral deposits. Demetallicaserves customers worldwide.
DRM AU Equity,DEMETALLICA PTY LTD,,18338,31889374,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Demetallica Pty Ltd provides exploration and mining services. The Companyexplores and develops polymetallic and multi-element deposits. Demetallicaserves customers worldwide.
DHU AU Equity,DENEHURST LIMITED,,58229000.09,33313000,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Denehurst Limited explores for and produces copper, zinc and lead through com-pany owned Woodlawn Mine, New South Wales, Australia.  The Company also producescoal through the Metropolitan Colliery, also located in New South Wales.  Otheractivities include the production of Merino wool, Hereford cattle and operationof a deer farm, all located on the Freehold Land of Woodlawn Mine."
DM1 AU Equity,DESERT METALS LTD,6780965.43,173273,9484610,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Desert Metals Limited provides exploration and mining services. The Companyexplores and develops nickel and copper projects in Western Australia. DesertMetals serves customers worldwide.
DSM AU Equity,DESERT MINERALS LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Lithium,#N/A N/A
DES AU Equity,DESOTO RESOURCES LTD,37344890.8,0,9552458,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Desoto Resources Limited provides exploration and mining services. The Companyexplores and develops gold and lithium projects. Desoto Resources servescustomers worldwide.
DRR AU Equity,DETERRA ROYALTIES LTD,2195120920,241958000,502374016,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Deterra Royalties Limited focuses on operation of a royalty business modelinvolving the management and acquisition of a portfolio of royalties acrossmost bulk commodities, base and precious metals, battery minerals, and energy."
DVP AU Equity,DEVELOP GLOBAL LTD,1189109937,147229949,471231072,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Develop Global Limited explores for precious metals in Australia.
DEV AU Equity,DEVEX RESOURCES LTD,39310469.72,0,26312036,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Uranium, ,"DevEx Resources Limited operates as a mineral mining company. TheCompany focuses on exploration and development of copper-gold, lithium,and uranium deposits. DevEx Resources offers its services in Australia."
DGO AU Equity,DGO GOLD LTD,,0,99336904,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"DGO Gold Limited operates as a gold and base metals producer. The Companyfocuses on exploration and development of gold, copper, and zinc miningproperties. DGO Gold conducts business in Australia."
DGR AU Equity,DGR GLOBAL LTD,18786527.6,164667,47324960,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,"DGR Global Ltd is a resource project generator and investment company focusedon generating exploration and development companies in a wide array ofminerals including gold, nickel sulphide, cobalt, and silver."
DBO AU Equity,DIABLO RESOURCES LTD,5301805.32,0,821626,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Diablo Resources Limited provides exploration and mining services. The Companyexplores and develops gold projects. Diablo Resources serves customersworldwide.
DRX AU Equity,DIATREME RESOURCES LTD,100165636.8,0,95452768,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Diatreme Resources Limited is a diversified mineral exploration company. TheCompany's current exploration activities include Queensland, New South Wales,and South and Western Australia. Diatreme's principal focus is on the discoveryof gold, mineral sand, diamond, and base metal deposits."
DIR AU Equity,DIRECT NICKEL LTD,,0,713367,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel,Direct Nickel Ltd. produces nickel from laterite resources.
DAF AU Equity,DISCOVERY ALASKA LTD,3045051.074,145,387960,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,"Discovery Alaska Limited provides exploration and mining services. The Companyexplores and develops gold, silver, copper, tin, and base metals projects.Discovery Alaska serves customers worldwide."
DML AU Equity,DISCOVERY METALS LTD,,155066000,202192000,473,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,Discovery Metals Limited is an exploration and production company.  The Companyis focused on developing the Boseto Copper Project located in west Botswana.Discovery Metals also controls the Dikoloti Nickel Project in north eastBotswana.
DMR AU Equity,DIVERSIFIED MINERAL RESOURCE,,,9486000,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Diversified Mineral Resources NL explores for and produces coal, gold and basemetals.  The Company's projects include the Burton Coal Mine in Queensland andgold exploration activities in the Ivory Coast and Ghana.  The Company has basemetals exploration in Myanmar.DELISTED EFF 7/30/99"
0813906D AU Equity,DIVERSIFIED MINING SERVICES,,,,,Private Comp,Materials,Materials,Metals & Mining,Mining Services,Coal Support Services, ,Diversified Mining Services Limited provides coal mining services.
DMM AU Equity,DMC MINING LTD,,0,136452,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc", ,DMC Mining Limited provides exploration and mining services. The Companyexplores and develops nickel projects. DMC Mining serves customersworldwide.
DME AU Equity,DOME GOLD MINES LTD,72910479.6,0,36531188,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Dome Gold Mines Limited is an emerging copper and gold exploration company. TheCompany is focused on locating and developing significant mineral discoveriesin Fiji.
1541258D AU Equity,DOME RESOURCES NL,,,41713000,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Dome Resources NL acquires, explores for and produces gold and silver withinterests at Tolukuma Gold Mine in Papua New Guinea, Daylesford Mine in Victoriaand Mount Adrah in New South Wales."
DOM AU Equity,DOMINION MINING LTD,,96817000,,1,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,Dominion Mining Limited activities include the mining and production of goldand other diversified minerals.  The Company is involved in the development ofthe Challenger Gold Project in South Australia along with mineral explorationin the south west Yilgarn region of Western Australia and the Gawler Cratonregion of South Australia.
