Ticker,Company Name,Country of Domicile,Company Type,Market Cap,Revenue:Y,Tot Assets:Y,Tier_MarketCap,Tier_Revenue,Tier_Assets,CountryGroup,AssetTurnover,MarketToAsset,CapIntensity,Group_AssetTurnover,Group_MarketToAsset,Group_CapIntensity
4321309Z IM Equity,Abs Srl,Italy,Private Comp,,26330000.0,17250000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.526376811594203,,0.655146221040638,HighTurnover,UnknownValue,CapLight
DZMK UZ Equity,Dnipropetrovsk Metal Construction Plant na Babushkin,Ukraine,Common Stock,,20360000.0,17240000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.1809744779582367,,0.8467583497053045,HighTurnover,UnknownValue,CapLight
4761017Z PL Equity,Pavimetal - Produtos Metalicos SA,Portugal,Private Comp,,19690000.0,17240000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.1421113689095128,,0.8755713560182834,HighTurnover,UnknownValue,CapLight
3811984Z ID Equity,WS Atkins Ireland Ltd,Ireland,Private Comp,,28650000.0,17160000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.6695804195804196,,0.5989528795811518,HighTurnover,UnknownValue,CapLight
4183737Z IM Equity,Faces SpA,Italy,Private Comp,,17820000.0,17150000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.039067055393586,,0.9624017957351291,HighTurnover,UnknownValue,CapLight
4171165Z BB Equity,Jewelex Antwerp NV,Belgium,Private Comp,,47330000.0,17150000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.7597667638483965,,0.36234946122966405,HighTurnover,UnknownValue,CapLight
3965980Z BB Equity,Societe Europeenne des Technologies du Titane et des Alliages Speciaux SA,Belgium,Private Comp,,27750000.0,17100000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.6228070175438596,,0.6162162162162163,HighTurnover,UnknownValue,CapLight
4769025Z PL Equity,Perfis Oeiras-Sociedade de Extrusao de Aluminio e Cobre SA,Portugal,Private Comp,,22020000.0,17090000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.28847279110591,,0.7761126248864668,HighTurnover,UnknownValue,CapLight
4346029Z IM Equity,Comar Commerciale Srl,Italy,Private Comp,,23280000.0,17060000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.3645955451348182,,0.7328178694158075,HighTurnover,UnknownValue,CapLight
NDST RU Equity,Nadymdorstroy OOO,Russian Federation,Common Stock,,38070000.0,17060000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.2315357561547478,,0.44812188074599424,HighTurnover,UnknownValue,CapLight
4257629Z IM Equity,Fonderie Pavinato SpA,Italy,Private Comp,,28450000.0,17040000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.6696009389671362,,0.598945518453427,HighTurnover,UnknownValue,CapLight
4361813Z IM Equity,Marcantonini Srl,Italy,Private Comp,,9480000.0,17030000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.5566647093364651,,1.7964135021097047,MidTurnover,UnknownValue,BalancedCap
4377529Z NA Equity,Noordersluis Bouwgroep BV,Netherlands,Private Comp,,,17030000.0,UnknownMCap,UnknownRevenue,MicroAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
3736611Z BB Equity,Kardiam BVBA,Belgium,Private Comp,,30620000.0,17030000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.798003523194363,,0.5561724363161332,HighTurnover,UnknownValue,CapLight
3808288Z ID Equity,Capwell Investments Ltd,Ireland,Private Comp,,,17010000.0,UnknownMCap,UnknownRevenue,MicroAsset,Other_Regions,,,,UnknownTurnover,UnknownValue,UnknownCap
4184453Z IM Equity,Biondan SpA,Italy,Private Comp,,10770000.0,16990000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.6339022954679223,,1.5775301764159704,MidTurnover,UnknownValue,BalancedCap
3965516Z BB Equity,Rem B NV,Belgium,Private Comp,,33570000.0,16970000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.9781968179139657,,0.505510872803098,HighTurnover,UnknownValue,CapLight
MCT VN Equity,Material Trading And Construction JSC,Viet Nam,Common Stock,,14230000.0,16910000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,0.8415138971023063,,1.1883345045678144,HighTurnover,UnknownValue,BalancedCap
4044877Z NA Equity,Groenendijk Dordrecht BV,Netherlands,Private Comp,,,16910000.0,UnknownMCap,UnknownRevenue,MicroAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
4219493Z IM Equity,OCML Officine Costruzioni Metalmeccaniche Lombarde SpA,Italy,Private Comp,,11130000.0,16910000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.6581904198698995,,1.5193171608265947,MidTurnover,UnknownValue,BalancedCap
4196137Z IM Equity,Metalplasma Srl,Italy,Private Comp,,19090000.0,16890000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.1302545885139135,,0.8847564169722367,HighTurnover,UnknownValue,CapLight
4362165Z IM Equity,Manifattura Guarnizioni Colombo Societa' Benefit SPA,Italy,Private Comp,,18970000.0,16880000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.1238151658767772,,0.889826041117554,HighTurnover,UnknownValue,CapLight
3969348Z DC Equity,Helens Roer A/S,Denmark,Private Comp,,,16870000.0,UnknownMCap,UnknownRevenue,MicroAsset,Other_Regions,,,,UnknownTurnover,UnknownValue,UnknownCap
3750280Z SM Equity,Hierros Torres Y Saez SA,Spain,Private Comp,,31120000.0,16860000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.8457888493475683,,0.5417737789203085,HighTurnover,UnknownValue,CapLight
4031621Z IM Equity,Ruggeri Service SpA,Italy,Private Comp,,14990000.0,16850000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.8896142433234422,,1.124082721814543,HighTurnover,UnknownValue,BalancedCap
3810628Z ID Equity,Townlink Construction Ltd,Ireland,Private Comp,,,16840000.0,UnknownMCap,UnknownRevenue,MicroAsset,Other_Regions,,,,UnknownTurnover,UnknownValue,UnknownCap
4417289Z IM Equity,Mec Edil SpA,Italy,Private Comp,,18450000.0,16800000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.0982142857142858,,0.9105691056910569,HighTurnover,UnknownValue,CapLight
3720978Z BB Equity,Horizon Diamonds BVBA,Belgium,Private Comp,,27720000.0,16790000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.650982727814175,,0.6056998556998557,HighTurnover,UnknownValue,CapLight
4405601Z IM Equity,Sncar Laminati Srl,Italy,Private Comp,,20210000.0,16790000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.2036926742108398,,0.830776843146957,HighTurnover,UnknownValue,CapLight
4006108Z IM Equity,Salima Srl,Italy,Private Comp,,21480000.0,16770000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.2808586762075134,,0.7807262569832403,HighTurnover,UnknownValue,CapLight
TVET RU Equity,Tveks OAO,Russian Federation,Common Stock,,1830000.0,16760000.000000002,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.10918854415274462,,9.158469945355192,LowTurnover,UnknownValue,CapHeavy
4240437Z IM Equity,Cardinale Srl,Italy,Private Comp,,5000000.0,16760000.000000002,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.29832935560859186,,3.3520000000000003,LowTurnover,UnknownValue,CapHeavy
3722702Z BB Equity,Paras Gems NV,Belgium,Private Comp,,25460000.0,16739999.999999998,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.5209080047789727,,0.657501963864886,HighTurnover,UnknownValue,CapLight
3798656Z NA Equity,Reinbouw BV,Netherlands,Private Comp,,64590000.0,16730000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,3.8607292289300656,,0.2590184239046292,HighTurnover,UnknownValue,CapLight
4280117Z IM Equity,Alberti Lamiere Srl,Italy,Private Comp,,7250000.0,16719999.999999998,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.4336124401913876,,2.306206896551724,MidTurnover,UnknownValue,BalancedCap
ELN RO Equity,Elcond Zalau,Romania,Common Stock,,46710000.0,16700000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.797005988023952,,0.3575251552130165,HighTurnover,UnknownValue,CapLight
4788209Z BB Equity,WCA-ALRO NV,Belgium,Private Comp,,21860000.0,16690000.000000002,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.309766327142001,,0.7634949679780422,HighTurnover,UnknownValue,CapLight
4020876Z BB Equity,Van Meerbeeck Metalen - Van Meerbeeck Metaux NV,Belgium,Private Comp,,23130000.0,16680000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.3866906474820144,,0.7211413748378729,HighTurnover,UnknownValue,CapLight
3807676Z SM Equity,CDC-Hiacre SA,Spain,Private Comp,,26680000.0,16660000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.6014405762304922,,0.6244377811094453,HighTurnover,UnknownValue,CapLight
4182301Z IM Equity,Foam SpA,Italy,Private Comp,,16980000.0,16660000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.0192076830732293,,0.9811542991755006,HighTurnover,UnknownValue,CapLight
4357077Z IM Equity,Gs Engineering Srl,Italy,Private Comp,,23270000.0,16629999.999999998,UnknownMCap,LowRevenue,MicroAsset,Europe,1.3992784125075166,,0.7146540610227761,HighTurnover,UnknownValue,CapLight
BIOS DC Equity,Bioscan A/S,Denmark,Common Stock,,12000000.0,16620000.000000002,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,0.7220216606498194,,1.3850000000000002,MidTurnover,UnknownValue,BalancedCap
4177917Z IM Equity,Metso Minerals Italia SpA,Italy,Private Comp,,15690000.0,16610000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.9446116797110174,,1.058636073932441,HighTurnover,UnknownValue,BalancedCap
4445465Z NO Equity,PTL Swepro AS,Norway,Private Comp,,978920.0,16600000.000000002,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.05897108433734939,,16.957463326931723,LowTurnover,UnknownValue,CapHeavy
4214553Z IM Equity,Sudprogetti SpA,Italy,Private Comp,,4290000.0,16600000.000000002,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.258433734939759,,3.86946386946387,LowTurnover,UnknownValue,CapHeavy
4770129Z PL Equity,Lisprene-Projectos Mecanicos e Fabris SA,Portugal,Private Comp,,1680000.0,16579999.999999998,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.10132689987937275,,9.869047619047619,LowTurnover,UnknownValue,CapHeavy
4433185Z IM Equity,Nidaco Costruzioni Srl,Italy,Private Comp,,15100000.0,16570000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.9112854556427278,,1.0973509933774834,HighTurnover,UnknownValue,BalancedCap
3742291Z GR Equity,WPW GmbH BERATEN PLANEN STEUERN,Germany,Private Comp,,,16559999.999999998,UnknownMCap,UnknownRevenue,MicroAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
3961884Z BB Equity,Lejeune R & Fils SA,Belgium,Private Comp,,32450000.000000004,16559999.999999998,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.9595410628019327,,0.5103235747303543,HighTurnover,UnknownValue,CapLight
4777545Z NA Equity,GMB Beton-en industriebouw BV,Netherlands,Private Comp,,,16540000.0,UnknownMCap,UnknownRevenue,MicroAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
4221413Z IM Equity,Generaltubi SpA,Italy,Private Comp,,12090000.0,16540000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.7309552599758162,,1.3680727874276262,MidTurnover,UnknownValue,BalancedCap
3743136Z GR Equity,Sapa Precision Tubing Hannover GmbH,Germany,Private Comp,,18290000.0,16520000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.1071428571428572,,0.9032258064516129,HighTurnover,UnknownValue,CapLight
4181821Z IM Equity,Itas Industria Tubi Acciaio Speciale SpA,Italy,Private Comp,,16649999.999999998,16510000.000000002,UnknownMCap,LowRevenue,MicroAsset,Europe,1.0084797092671107,,0.9915915915915918,HighTurnover,UnknownValue,CapLight
3794060Z SM Equity,Manufacturas Aladro SL,Spain,Private Comp,,23190000.0,16500000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.4054545454545455,,0.7115135834411385,HighTurnover,UnknownValue,CapLight
ZZMK UZ Equity,Zaporizhzhya Metal Construction Plant,Ukraine,Common Stock,,4730000.0,16480000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.28701456310679613,,3.4841437632135306,LowTurnover,UnknownValue,CapHeavy
4508339Z SS Equity,LLENTAB AB,Sweden,Private Comp,,46310000.0,16410000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,2.82205971968312,,0.35435111207082703,HighTurnover,UnknownValue,CapLight
4359629Z IM Equity,Globus Srl,Italy,Private Comp,,19600000.0,16390000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.1958511287370348,,0.8362244897959183,HighTurnover,UnknownValue,CapLight
3759728Z SM Equity,Wieland Cimsa SA,Spain,Private Comp,,31590000.0,16370000.000000002,UnknownMCap,LowRevenue,MicroAsset,Europe,1.9297495418448378,,0.5182019626464072,HighTurnover,UnknownValue,CapLight
3723658Z BB Equity,Rosediam BVBA,Belgium,Private Comp,,11830000.0,16360000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,0.7231051344743277,,1.3829247675401521,MidTurnover,UnknownValue,BalancedCap
4247973Z IM Equity,Beato Edoardo Materiali Ferrosi Srl,Italy,Private Comp,,22030000.0,16350000.000000002,UnknownMCap,LowRevenue,MicroAsset,Europe,1.347400611620795,,0.7421697684975035,HighTurnover,UnknownValue,CapLight
3724026Z BB Equity,Longtain SA,Belgium,Private Comp,,17260000.0,16340000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.0563035495716033,,0.9466975666280417,HighTurnover,UnknownValue,CapLight
3744936Z SM Equity,Prensoland SA,Spain,Private Comp,,14960000.0,16329999.999999998,UnknownMCap,LowRevenue,MicroAsset,Europe,0.9161053276178813,,1.0915775401069518,HighTurnover,UnknownValue,BalancedCap
4273309Z IM Equity,Sviluppo E Costruzioni,Italy,Private Comp,,2250000.0,16309999.999999998,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.13795217657878603,,7.248888888888888,LowTurnover,UnknownValue,CapHeavy
4300125Z IM Equity,Metallurgica Laminati Speciali Lecchesi MLSL SpA,Italy,Private Comp,,17580000.0,16309999.999999998,UnknownMCap,LowRevenue,MicroAsset,Europe,1.077866339668915,,0.927758816837315,HighTurnover,UnknownValue,CapLight
4299853Z IM Equity,Ati Srl,Italy,Private Comp,,,16300000.0,UnknownMCap,UnknownRevenue,MicroAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
4024724Z BB Equity,Pipe Construct SA,Belgium,Private Comp,,8160000.0,16300000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.5006134969325153,,1.9975490196078431,MidTurnover,UnknownValue,BalancedCap
4761305Z PL Equity,Ferro Entroncamento-Comercio e Industria de Fernando de Pinho Teixeira Lda,Portugal,Private Comp,,16810000.0,16290000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.0319214241866175,,0.9690660321237359,HighTurnover,UnknownValue,CapLight
3725426Z BB Equity,Metaalhandel Verhoestraete NV,Belgium,Private Comp,,18160000.0,16290000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.1147943523634132,,0.8970264317180616,HighTurnover,UnknownValue,CapLight
3787728Z US Equity,Servimetal Inc,Puerto Rico,Private Comp,,19440000.0,16290000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.1933701657458564,,0.8379629629629629,HighTurnover,UnknownValue,CapLight
4237349Z IM Equity,Bpb Srl,Italy,Private Comp,,14220000.0,16290000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.8729281767955801,,1.1455696202531647,HighTurnover,UnknownValue,BalancedCap
4053629Z IM Equity,Airaudo Costruzioni Srl,Italy,Private Comp,,3350000.0,16280000.000000002,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.20577395577395574,,4.859701492537314,LowTurnover,UnknownValue,CapHeavy
4215769Z IM Equity,Levor Srl,Italy,Private Comp,,14120000.0,16280000.000000002,UnknownMCap,LowRevenue,MicroAsset,Europe,0.8673218673218672,,1.1529745042492918,HighTurnover,UnknownValue,BalancedCap
4500523Z IM Equity,Omag SpA,Italy,Private Comp,,17090000.0,16270000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.05039950829748,,0.952018724400234,HighTurnover,UnknownValue,CapLight
4221029Z IM Equity,Isa Srl,Italy,Private Comp,,9400000.0,16239999.999999998,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.5788177339901478,,1.727659574468085,MidTurnover,UnknownValue,BalancedCap
4290805Z IM Equity,Zucchetti Mario SpA,Italy,Private Comp,,15740000.0,16239999.999999998,UnknownMCap,LowRevenue,MicroAsset,Europe,0.9692118226600986,,1.0317662007623887,HighTurnover,UnknownValue,BalancedCap
4030029Z NA Equity,DLV Plant Groep BV,Netherlands,Private Comp,,,16230000.0,UnknownMCap,UnknownRevenue,MicroAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
4763785Z PL Equity,NRV - Consultores de Engenharia SA,Portugal,Private Comp,,8760000.0,16210000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.540407156076496,,1.8504566210045663,MidTurnover,UnknownValue,BalancedCap
4761913Z PL Equity,Intevial-Gestao Integral Rodoviaria SA,Portugal,Private Comp,,39500000.0,16210000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.4367674275138804,,0.41037974683544304,HighTurnover,UnknownValue,CapLight
4756521Z PL Equity,Universal Afir-Acos Especiais e Ferramentas Sa,Portugal,Private Comp,,28190000.0,16210000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.7390499691548427,,0.5750266051791415,HighTurnover,UnknownValue,CapLight
XALY GA Equity,Sheet Steel Co,Greece,Common Stock,,3860000.0,16200000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.2382716049382716,,4.196891191709844,LowTurnover,UnknownValue,CapHeavy
JFMGRA BK Equity,Jelsingrad FMG AD Gradiska,Bosnia and Herzegovina,Common Stock,,12700000.0,16200000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,0.7839506172839507,,1.2755905511811023,MidTurnover,UnknownValue,BalancedCap
3749784Z SM Equity,Mercantil Espanola de Refrigeracion SRL,Spain,Private Comp,,15810000.0,16190000.000000002,UnknownMCap,LowRevenue,MicroAsset,Europe,0.9765287214329832,,1.024035420619861,HighTurnover,UnknownValue,BalancedCap
4277437Z IM Equity,Scl Costruzioni E Montaggi Srl,Italy,Private Comp,,8160000.0,16190000.000000002,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.5040148239654106,,1.9840686274509807,MidTurnover,UnknownValue,BalancedCap
4411929Z SM Equity,Sarpel Ingenieria SL,Spain,Private Comp,,30860000.0,16180000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.907292954264524,,0.524303305249514,HighTurnover,UnknownValue,CapLight
4342149Z IM Equity,8853 SpA,Italy,Private Comp,,61100000.0,16180000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,3.776266996291718,,0.26481178396072014,HighTurnover,UnknownValue,CapLight
4367657Z SM Equity,Gil Alfonso SA,Spain,Private Comp,,12030000.0,16170000.000000002,UnknownMCap,LowRevenue,MicroAsset,Europe,0.7439703153988867,,1.344139650872818,MidTurnover,UnknownValue,BalancedCap
ZVPTRA BK Equity,Zvornikputevi AD Zvornik,Bosnia and Herzegovina,Common Stock,,11730000.0,16140000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,0.7267657992565055,,1.3759590792838874,MidTurnover,UnknownValue,BalancedCap
4768233Z PL Equity,Fernando L Gaspar-Sinalizacao e Equipamentos Rodoviarios SA,Portugal,Private Comp,,14860000.0,16140000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,0.9206939281288724,,1.086137281292059,HighTurnover,UnknownValue,BalancedCap
4187985Z IM Equity,Fera SpA,Italy,Private Comp,,18370000.0,16110000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.1402855369335816,,0.8769733260751225,HighTurnover,UnknownValue,CapLight
3798332Z ID Equity,Dominic Lydon Galway Ltd,Ireland,Private Comp,,,16090000.0,UnknownMCap,UnknownRevenue,MicroAsset,Other_Regions,,,,UnknownTurnover,UnknownValue,UnknownCap
4345085Z IM Equity,Asu Srl,Italy,Private Comp,,22890000.0,16079999.999999998,UnknownMCap,LowRevenue,MicroAsset,Europe,1.4235074626865674,,0.7024901703800785,HighTurnover,UnknownValue,CapLight
3730146Z BB Equity,MICKEY WEINSTOCK en Co NV,Belgium,Private Comp,,52790000.0,16059999.999999998,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,3.287048567870486,,0.30422428490244363,HighTurnover,UnknownValue,CapLight
3776496Z PL Equity,Peixoto & Peixoto Lda,Portugal,Private Comp,,31510000.0,16050000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.963239875389408,,0.5093621072675342,HighTurnover,UnknownValue,CapLight
4026165Z BB Equity,Sodeco Valves,Belgium,Private Comp,,33540000.0,15990000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.097560975609756,,0.47674418604651164,HighTurnover,UnknownValue,CapLight
COFI RO Equity,Concefa SA Sibiu,Romania,Common Stock,,2360000.0,15990000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.14759224515322075,,6.77542372881356,LowTurnover,UnknownValue,CapHeavy
MSIN RU Equity,Mostostroyindustriya OAO,Russian Federation,Common Stock,,34020000.0,15990000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.127579737335835,,0.47001763668430335,HighTurnover,UnknownValue,CapLight
4413433Z IM Equity,FMN Martinelli SpA,Italy,Private Comp,,14490000.0,15980000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.9067584480600751,,1.1028295376121464,HighTurnover,UnknownValue,BalancedCap
3246347Z PL Equity,Fase-Estudos e Projectos SA/Portugal,Portugal,Private Comp,,19960000.0,15960000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.25062656641604,,0.7995991983967936,HighTurnover,UnknownValue,CapLight
4023508Z BB Equity,Vrishaan Gems BVBA,Belgium,Private Comp,,17500000.0,15910000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.0999371464487744,,0.9091428571428571,HighTurnover,UnknownValue,CapLight
MACSCQ HK Equity,Macau Success Ltd/Old,Hong Kong,Common Stock,,24570000.0,15900000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.5452830188679245,,0.6471306471306472,HighTurnover,UnknownValue,CapLight
3718642Z BB Equity,Rubin & Zonen BVBA,Belgium,Private Comp,,39790000.0,15900000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.5025157232704403,,0.39959788891681325,HighTurnover,UnknownValue,CapLight
3740871Z GR Equity,Matthaei Bauunternehmen GmbH & Co KG,Germany,Private Comp,,,15890000.0,UnknownMCap,UnknownRevenue,MicroAsset,Europe,,,,UnknownTurnover,UnknownValue,UnknownCap
4234969Z IM Equity,Comfer SpA,Italy,Private Comp,,6820000.0,15880000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.42947103274559195,,2.3284457478005867,MidTurnover,UnknownValue,BalancedCap
4274149Z IM Equity,Quality Steel Srl,Italy,Private Comp,,31850000.0,15880000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,2.0056675062972293,,0.49858712715855574,HighTurnover,UnknownValue,CapLight
NPPU SG Equity,Novi Pazar Put Doo Novi Pazar,Serbia,Common Stock,,11200000.0,15850000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,0.7066246056782335,,1.4151785714285714,MidTurnover,UnknownValue,BalancedCap
4234757Z IM Equity,Memit Forniture Industriali Srl,Italy,Private Comp,,11820000.0,15810000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.7476280834914611,,1.3375634517766497,MidTurnover,UnknownValue,BalancedCap
3737811Z BB Equity,Mat Diamonds BVBA,Belgium,Private Comp,,11120000.0,15810000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,0.7033523086654017,,1.4217625899280575,MidTurnover,UnknownValue,BalancedCap
3991916Z IM Equity,Boscafin Costruzioni Generali Srl,Italy,Private Comp,,4970000.0,15790000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.3147561747941735,,3.1770623742454727,MidTurnover,UnknownValue,CapHeavy
3719842Z BB Equity,Algemene Bouwonderneming Vaessen NV,Belgium,Private Comp,,17190000.0,15790000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,1.0886637112096262,,0.9185573007562536,HighTurnover,UnknownValue,CapLight
4221149Z IM Equity,Pilla Srl,Italy,Private Comp,,11520000.0,15790000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.7295756808106396,,1.3706597222222223,MidTurnover,UnknownValue,BalancedCap
4187633Z IM Equity,Grazzini Cav Fortunato SpA,Italy,Private Comp,,9720000.0,15760000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.616751269035533,,1.6213991769547325,MidTurnover,UnknownValue,BalancedCap
4232989Z IM Equity,Siderurgica Pavese SpA,Italy,Private Comp,,11300000.0,15760000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.7170050761421319,,1.3946902654867257,MidTurnover,UnknownValue,BalancedCap
4247877Z IM Equity,Sapa Acciai Srl,Italy,Private Comp,,29120000.0,15750000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,1.8488888888888888,,0.5408653846153846,HighTurnover,UnknownValue,CapLight
4426889Z IM Equity,Maier Project Srl,Italy,Private Comp,,11350000.0,15740000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.7210927573062261,,1.386784140969163,MidTurnover,UnknownValue,BalancedCap
AUST RU Equity,Angarsk Constructions Department OAO,Russian Federation,Common Stock,,920830.0,15740000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.05850254129606099,,17.093274545790212,LowTurnover,UnknownValue,CapHeavy
STLN ZH Equity,Steelnet,Zimbabwe,Common Stock,,3180000.0,15740000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.2020330368487929,,4.949685534591195,LowTurnover,UnknownValue,CapHeavy
4034325Z BB Equity,Ghent Coal Preparation Plant NV,Belgium,Private Comp,,4320000.0,15740000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Other_Regions,0.2744599745870394,,3.6435185185185186,LowTurnover,UnknownValue,CapHeavy
3776184Z SM Equity,Corteinox SL,Spain,Private Comp,,12580000.0,15730000.0,UnknownMCap,LowRevenue,MicroAsset,Europe,0.7997457088366179,,1.2503974562798092,MidTurnover,UnknownValue,BalancedCap
3784296Z SM Equity,Grup Sider SA,Spain,Private Comp,,5290000.0,15730000.0,UnknownMCap,VeryLowRevenue,MicroAsset,Europe,0.33630006357279085,,2.9735349716446127,MidTurnover,UnknownValue,BalancedCap
3821696Z ID Equity,Kel-Tech Engineering Waterford Ltd,Ireland,Private Comp,,31540000.0,15720000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.0063613231552164,,0.4984147114774889,HighTurnover,UnknownValue,CapLight
4758073Z PL Equity,Norasil-Sociedade de Construcao Civil SA,Portugal,Private Comp,,32110000.0,15720000.0,UnknownMCap,LowRevenue,MicroAsset,Other_Regions,2.042620865139949,,0.48956711304889444,HighTurnover,UnknownValue,CapLight
